平成29年1月1日住民基本台帳人口・世帯数、平成28年（1月1日から同年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,
団体コード,都道府県名,市区町村名,平成29年,,,,平成28年,,,,,,,,,,,,,,,,,
,,,人口,,,世帯数,住民票記載数,,,,,,住民票消除数,,,,,,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
団体コード,,,男,女,人,,転入者数（国内）,転入者数（国外）,転入者数（計）,出生者数,その他（計）,計（Ａ）,転出者数（国内）,転出者数（国外）,転出者数（計）,死亡者数,その他（計）,計（Ｂ）,,,,,,
133051,東京都,西多摩郡日の出町,"8,378","8,637","17,015","7,403",720,153,873,142,12,"1,027",632,31,663,366,3,"1,032",-5,-0.03 ,-224,-1.32 ,219,1.29 
133078,東京都,西多摩郡檜原村,"1,148","1,135","2,283","1,189",68,2,70,10,1,81,81,4,85,56,0,141,-60,-2.56 ,-46,-1.96 ,-14,-0.60 
133086,東京都,西多摩郡奥多摩町,"2,621","2,649","5,270","2,669",200,6,206,14,0,220,146,4,150,177,1,328,-108,-2.01 ,-163,-3.03 ,55,1.02 
133604,東京都,島しょ,"13,488","12,819","26,307","15,016","1,659",42,"1,701",181,6,"1,888","1,875",30,"1,905",422,11,"2,338",-450,-1.68 ,-241,-0.90 ,-209,-0.78 
133612,東京都,大島町,"4,115","3,900","8,015","4,752",481,31,512,44,3,559,567,24,591,131,0,722,-163,-1.99 ,-87,-1.06 ,-76,-0.93 
133621,東京都,利島村,168,147,315,173,40,0,40,2,0,42,38,0,38,3,0,41,1,0.32 ,-1,-0.32 ,2,0.64 
133639,東京都,新島村,"1,326","1,427","2,753","1,361",121,1,122,20,0,142,165,1,166,41,0,207,-65,-2.31 ,-21,-0.75 ,-44,-1.56 
133647,東京都,神津島村,955,923,"1,878",896,90,3,93,11,0,104,120,0,120,33,0,153,-49,-2.54 ,-22,-1.14 ,-27,-1.40 
133817,東京都,三宅村,"1,404","1,179","2,583","1,681",207,2,209,13,0,222,202,0,202,53,3,258,-36,-1.37 ,-40,-1.53 ,4,0.15 
133825,東京都,御蔵島村,166,137,303,168,18,0,18,6,0,24,35,0,35,0,0,35,-11,-3.50 ,6,1.91 ,-17,-5.41 
134015,東京都,八丈町,"3,816","3,890","7,706","4,387",362,4,366,62,3,431,403,1,404,149,6,559,-128,-1.63 ,-87,-1.11 ,-41,-0.52 
134023,東京都,青ヶ島村,91,69,160,108,21,0,21,1,0,22,26,0,26,2,0,28,-6,-3.61 ,-1,-0.60 ,-5,-3.01 
134210,東京都,小笠原村,"1,447","1,147","2,594","1,490",319,1,320,22,0,342,319,4,323,10,2,335,7,0.27 ,12,0.46 ,-5,-0.19 
140007,神奈川県,,"4,574,910","4,580,479","9,155,389","4,236,072","441,970","38,089","480,059","72,794","16,088","568,941","423,948","27,712","451,660","78,135","19,908","549,703","19,238",0.21 ,"-5,341",-0.06 ,"24,579",0.27 
141003,神奈川県,横浜市,"1,858,518","1,877,325","3,735,843","1,751,356","192,019","19,680","211,699","29,749","3,265","244,713","189,530","12,260","201,790","31,819","4,618","238,227","6,486",0.17 ,"-2,070",-0.06 ,"8,556",0.23 
141011,神奈川県,横浜市鶴見区,"149,614","140,193","289,807","142,228","16,113","1,818","17,931","2,680",340,"20,951","14,998",948,"15,946","2,365",453,"18,764","2,187",0.76 ,315,0.11 ,"1,872",0.65 
141020,神奈川県,横浜市神奈川区,"119,216","116,233","235,449","121,288","15,823","1,212","17,035","2,123",234,"19,392","15,250",837,"16,087","1,955",305,"18,347","1,045",0.45 ,168,0.07 ,877,0.37 
141038,神奈川県,横浜市西区,"49,079","48,942","98,021","54,044","7,577","1,006","8,583",913,109,"9,605","7,830",518,"8,348",883,289,"9,520",85,0.09 ,30,0.03 ,55,0.06 
141046,神奈川県,横浜市中区,"78,422","72,963","151,385","84,304","10,528","2,407","12,935","1,106",260,"14,301","10,277","1,160","11,437","1,597",861,"13,895",406,0.27 ,-491,-0.33 ,897,0.59 
141054,神奈川県,横浜市南区,"99,322","99,532","198,854","104,758","11,336","1,568","12,904","1,315",186,"14,405","11,064",610,"11,674","2,151",435,"14,260",145,0.07 ,-836,-0.42 ,981,0.49 
141062,神奈川県,横浜市保土ケ谷区,"102,083","103,685","205,768","98,948","11,578",945,"12,523","1,488",146,"14,157","9,830",592,"10,422","2,019",307,"12,748","1,409",0.69 ,-531,-0.26 ,"1,940",0.95 
141071,神奈川県,横浜市磯子区,"82,843","85,145","167,988","79,963","8,108",718,"8,826","1,325",120,"10,271","7,801",481,"8,282","1,615",241,"10,138",133,0.08 ,-290,-0.17 ,423,0.25 
141089,神奈川県,横浜市金沢区,"98,837","102,261","201,098","91,476","7,773",895,"8,668","1,244",136,"10,048","8,232",468,"8,700","1,913",195,"10,808",-760,-0.38 ,-669,-0.33 ,-91,-0.05 
141097,神奈川県,横浜市港北区,"170,563","170,968","341,531","165,950","21,973","1,987","23,960","3,597",363,"27,920","21,194","1,445","22,639","2,297",355,"25,291","2,629",0.78 ,"1,300",0.38 ,"1,329",0.39 
