平成28年1月1日住民基本台帳人口・世帯数、平成27年（1月1日から同年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,
団体コード,都道府県名,市区町村名,平成28年,,,,平成27年,,,,,,,,,,,,,,,,,
,,,人口,,,世帯数,住民票記載数,,,,,,住民票消除数,,,,,,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
202096,長野県,伊那市,"33,985","35,494","69,479","27,102","2,129",181,"2,310",510,47,"2,867","2,292",124,"2,416",770,60,"3,246",-379,-0.54 ,-260,-0.37 ,-119,-0.17 
202100,長野県,駒ヶ根市,"16,413","16,972","33,385","12,840","1,070",78,"1,148",256,15,"1,419","1,121",76,"1,197",366,24,"1,587",-168,-0.50 ,-110,-0.33 ,-58,-0.17 
202118,長野県,中野市,"22,228","23,555","45,783","16,799","1,149",151,"1,300",350,1,"1,651","1,294",104,"1,398",550,8,"1,956",-305,-0.66 ,-200,-0.43 ,-105,-0.23 
202126,長野県,大町市,"14,016","14,885","28,901","11,837",798,87,885,173,17,"1,075",947,51,998,382,32,"1,412",-337,-1.15 ,-209,-0.71 ,-128,-0.44 
202134,長野県,飯山市,"10,846","11,485","22,331","8,123",461,26,487,131,5,623,701,31,732,311,13,"1,056",-433,-1.90 ,-180,-0.79 ,-253,-1.11 
202142,長野県,茅野市,"27,812","28,362","56,174","23,272","1,848",147,"1,995",443,55,"2,493","1,911",114,"2,025",561,79,"2,665",-172,-0.31 ,-118,-0.21 ,-54,-0.10 
202151,長野県,塩尻市,"33,541","33,918","67,459","26,544","2,532",139,"2,671",525,75,"3,271","2,518",139,"2,657",695,126,"3,478",-207,-0.31 ,-170,-0.25 ,-37,-0.05 
202177,長野県,佐久市,"48,880","50,856","99,736","40,420","3,145",370,"3,515",742,33,"4,290","3,079",189,"3,268","1,162",43,"4,473",-183,-0.18 ,-420,-0.42 ,237,0.24 
202185,長野県,千曲市,"29,891","31,661","61,552","23,383","1,580",86,"1,666",404,43,"2,113","1,580",100,"1,680",709,33,"2,422",-309,-0.50 ,-305,-0.49 ,-4,-0.01 
202193,長野県,東御市,"15,181","15,604","30,785","11,803",955,75,"1,030",228,22,"1,280","1,013",48,"1,061",333,37,"1,431",-151,-0.49 ,-105,-0.34 ,-46,-0.15 
202207,長野県,安曇野市,"47,794","50,720","98,514","38,540","3,076",212,"3,288",713,47,"4,048","2,805",212,"3,017","1,124",23,"4,164",-116,-0.12 ,-411,-0.42 ,295,0.30 
203009,長野県,南佐久郡,"12,614","13,217","25,831","9,633",868,"1,071","1,939",152,11,"2,102",865,581,"1,446",391,543,"2,380",-278,-1.06 ,-239,-0.92 ,-39,-0.15 
203033,長野県,南佐久郡小海町,"2,327","2,523","4,850","1,950",130,52,182,23,0,205,149,67,216,84,0,300,-95,-1.92 ,-61,-1.23 ,-34,-0.69 
203041,長野県,南佐久郡川上村,"2,093","2,010","4,103","1,306",158,649,807,40,0,847,176,127,303,38,523,864,-17,-0.41 ,2,0.05 ,-19,-0.46 
203050,長野県,南佐久郡南牧村,"1,571","1,621","3,192","1,224",162,323,485,16,5,506,125,345,470,50,2,522,-16,-0.50 ,-34,-1.06 ,18,0.56 
203068,長野県,南佐久郡南相木村,509,561,"1,070",425,27,13,40,3,0,43,39,9,48,23,1,72,-29,-2.64 ,-20,-1.82 ,-9,-0.82 
203076,長野県,南佐久郡北相木村,386,412,798,356,56,19,75,5,4,84,49,12,61,15,8,84,0,0.00 ,-10,-1.25 ,10,1.25 
203092,長野県,南佐久郡佐久穂町,"5,728","6,090","11,818","4,372",335,15,350,65,2,417,327,21,348,181,9,538,-121,-1.01 ,-116,-0.97 ,-5,-0.04 
203203,長野県,北佐久郡,"21,154","22,111","43,265","19,011","2,179",363,"2,542",276,50,"2,868","2,174",192,"2,366",437,26,"2,829",39,0.09 ,-161,-0.37 ,200,0.46 
203211,長野県,北佐久郡軽井沢町,"9,655","10,522","20,177","9,503","1,228",170,"1,398",137,2,"1,537","1,098",105,"1,203",185,16,"1,404",133,0.66 ,-48,-0.24 ,181,0.90 
203238,長野県,北佐久郡御代田町,"7,739","7,755","15,494","6,635",744,178,922,112,46,"1,080",831,69,900,133,8,"1,041",39,0.25 ,-21,-0.14 ,60,0.39 
203246,長野県,北佐久郡立科町,"3,760","3,834","7,594","2,873",207,15,222,27,2,251,245,18,263,119,2,384,-133,-1.72 ,-92,-1.19 ,-41,-0.53 
203408,長野県,小県郡,"5,416","5,647","11,063","4,435",238,11,249,55,5,309,349,12,361,172,8,541,-232,-2.05 ,-117,-1.04 ,-115,-1.02 
203491,長野県,小県郡青木村,"2,217","2,357","4,574","1,758",88,4,92,27,0,119,91,11,102,69,1,172,-53,-1.15 ,-42,-0.91 ,-11,-0.24 
203505,長野県,小県郡長和町,"3,199","3,290","6,489","2,677",150,7,157,28,5,190,258,1,259,103,7,369,-179,-2.68 ,-75,-1.12 ,-104,-1.56 
203602,長野県,諏訪郡,"21,337","22,477","43,814","17,892","1,356",149,"1,505",273,30,"1,808","1,465",100,"1,565",569,55,"2,189",-381,-0.86 ,-296,-0.67 ,-85,-0.19 
203611,長野県,諏訪郡下諏訪町,"10,093","10,809","20,902","8,907",574,52,626,121,15,762,695,44,739,278,21,"1,038",-276,-1.30 ,-157,-0.74 ,-119,-0.56 
203629,長野県,諏訪郡富士見町,"7,330","7,682","15,012","5,864",484,53,537,97,14,648,524,32,556,183,22,761,-113,-0.75 ,-86,-0.57 ,-27,-0.18 
203637,長野県,諏訪郡原村,"3,914","3,986","7,900","3,121",298,44,342,55,1,398,246,24,270,108,12,390,8,0.10 ,-53,-0.67 ,61,0.77 
203807,長野県,上伊那郡,"41,627","43,016","84,643","31,384","2,747",297,"3,044",629,61,"3,734","2,979",171,"3,150",916,133,"4,199",-465,-0.55 ,-287,-0.34 ,-178,-0.21 
203823,長野県,上伊那郡辰野町,"9,954","10,367","20,321","7,831",536,60,596,102,2,700,622,26,648,277,23,948,-248,-1.21 ,-175,-0.85 ,-73,-0.35 
203831,長野県,上伊那郡箕輪町,"12,548","12,567","25,115","9,268",851,126,977,198,23,"1,198",947,53,"1,000",265,39,"1,304",-106,-0.42 ,-67,-0.27 ,-39,-0.15 
203840,長野県,上伊那郡飯島町,"4,725","5,070","9,795","3,492",344,20,364,71,1,436,281,21,302,136,4,442,-6,-0.06 ,-65,-0.66 ,59,0.60 
203858,長野県,上伊那郡南箕輪村,"7,508","7,647","15,155","5,823",677,45,722,157,19,898,668,35,703,113,30,846,52,0.34 ,44,0.29 ,8,0.05 
203866,長野県,上伊那郡中川村,"2,412","2,670","5,082","1,628",107,3,110,29,10,149,146,13,159,54,2,215,-66,-1.28 ,-25,-0.49 ,-41,-0.80 
203882,長野県,上伊那郡宮田村,"4,480","4,695","9,175","3,342",232,43,275,72,6,353,315,23,338,71,35,444,-91,-0.98 ,1,0.01 ,-92,-0.99 
204005,長野県,下伊那郡,"30,174","32,207","62,381","21,995","1,660",84,"1,744",425,10,"2,179","1,928",81,"2,009",902,15,"2,926",-747,-1.18 ,-477,-0.76 ,-270,-0.43 
204021,長野県,下伊那郡松川町,"6,612","7,036","13,648","4,634",391,12,403,98,1,502,434,12,446,179,2,627,-125,-0.91 ,-81,-0.59 ,-44,-0.32 
204030,長野県,下伊那郡高森町,"6,459","6,912","13,371","4,358",321,35,356,98,0,454,370,21,391,158,1,550,-96,-0.71 ,-60,-0.45 ,-36,-0.27 
204048,長野県,下伊那郡阿南町,"2,387","2,603","4,990","2,147",175,5,180,22,2,204,142,9,151,110,1,262,-58,-1.15 ,-88,-1.74 ,30,0.59 
204072,長野県,下伊那郡阿智村,"3,227","3,455","6,682","2,368",171,10,181,60,1,242,230,6,236,107,7,350,-108,-1.59 ,-47,-0.69 ,-61,-0.90 
204099,長野県,下伊那郡平谷村,217,256,473,205,20,0,20,1,1,22,24,0,24,13,0,37,-15,-3.07 ,-12,-2.46 ,-3,-0.61 
204102,長野県,下伊那郡根羽村,495,509,"1,004",431,39,0,39,2,0,41,44,0,44,20,0,64,-23,-2.24 ,-18,-1.75 ,-5,-0.49 
204111,長野県,下伊那郡下條村,"1,903","2,038","3,941","1,288",75,11,86,31,2,119,119,12,131,57,2,190,-71,-1.77 ,-26,-0.65 ,-45,-1.12 
204129,長野県,下伊那郡売木村,278,319,597,288,33,0,33,2,0,35,36,0,36,7,0,43,-8,-1.32 ,-5,-0.83 ,-3,-0.50 
204137,長野県,下伊那郡天龍村,668,760,"1,428",770,39,0,39,4,0,43,80,1,81,41,0,122,-79,-5.24 ,-37,-2.46 ,-42,-2.79 
204145,長野県,下伊那郡泰阜村,805,933,"1,738",723,63,0,63,13,0,76,50,1,51,38,0,89,-13,-0.74 ,-25,-1.43 ,12,0.69 
204153,長野県,下伊那郡喬木村,"3,221","3,362","6,583","2,156",146,4,150,43,1,194,167,6,173,75,0,248,-54,-0.81 ,-32,-0.48 ,-22,-0.33 
204161,長野県,下伊那郡豊丘村,"3,380","3,484","6,864","2,123",149,7,156,46,2,204,184,13,197,77,2,276,-72,-1.04 ,-31,-0.45 ,-41,-0.59 
204170,長野県,下伊那郡大鹿村,522,540,"1,062",504,38,0,38,5,0,43,48,0,48,20,0,68,-25,-2.30 ,-15,-1.38 ,-10,-0.92 
204200,長野県,木曽郡,"13,918","15,126","29,044","12,139",746,61,807,151,17,975,956,44,"1,000",539,12,"1,551",-576,-1.94 ,-388,-1.31 ,-188,-0.63 
204226,長野県,木曽郡上松町,"2,326","2,502","4,828","2,175",128,4,132,24,1,157,188,1,189,106,0,295,-138,-2.78 ,-82,-1.65 ,-56,-1.13 
204234,長野県,木曽郡南木曽町,"2,092","2,318","4,410","1,797",84,6,90,18,3,111,154,7,161,93,0,254,-143,-3.14 ,-75,-1.65 ,-68,-1.49 
204251,長野県,木曽郡木祖村,"1,440","1,615","3,055","1,136",58,0,58,24,0,82,67,1,68,60,1,129,-47,-1.52 ,-36,-1.16 ,-11,-0.35 
204293,長野県,木曽郡王滝村,386,455,841,402,22,0,22,3,1,26,28,0,28,9,5,42,-16,-1.87 ,-6,-0.70 ,-10,-1.17 
204307,長野県,木曽郡大桑村,"1,928","2,051","3,979","1,589",89,37,126,19,0,145,109,26,135,57,0,192,-47,-1.17 ,-38,-0.94 ,-9,-0.22 
204323,長野県,木曽郡木曽町,"5,746","6,185","11,931","5,040",365,14,379,63,12,454,410,9,419,214,6,639,-185,-1.53 ,-151,-1.25 ,-34,-0.28 
204404,長野県,東筑摩郡,"11,314","11,831","23,145","8,178",686,18,704,147,6,857,713,32,745,325,12,"1,082",-225,-0.96 ,-178,-0.76 ,-47,-0.20 
204463,長野県,東筑摩郡麻績村,"1,353","1,541","2,894","1,150",103,0,103,13,1,117,72,1,73,82,1,156,-39,-1.33 ,-69,-2.35 ,30,1.02 
204480,長野県,東筑摩郡生坂村,923,980,"1,903",744,45,1,46,8,0,54,66,6,72,37,0,109,-55,-2.81 ,-29,-1.48 ,-26,-1.33 
204501,長野県,東筑摩郡山形村,"4,357","4,434","8,791","2,914",280,11,291,81,3,375,263,11,274,78,7,359,16,0.18 ,3,0.03 ,13,0.15 
204510,長野県,東筑摩郡朝日村,"2,280","2,384","4,664","1,481",143,3,146,22,1,169,154,6,160,46,1,207,-38,-0.81 ,-24,-0.51 ,-14,-0.30 
204528,長野県,東筑摩郡筑北村,"2,401","2,492","4,893","1,889",115,3,118,23,1,142,158,8,166,82,3,251,-109,-2.18 ,-59,-1.18 ,-50,-1.00 
204803,長野県,北安曇郡,"15,964","16,754","32,718","13,199","1,080",526,"1,606",208,10,"1,824","1,130",273,"1,403",381,88,"1,872",-48,-0.15 ,-173,-0.53 ,125,0.38 
204811,長野県,北安曇郡池田町,"4,911","5,357","10,268","3,940",238,3,241,62,4,307,252,18,270,129,1,400,-93,-0.90 ,-67,-0.65 ,-26,-0.25 
204820,長野県,北安曇郡松川村,"4,863","5,171","10,034","3,773",318,16,334,59,3,396,282,11,293,118,8,419,-23,-0.23 ,-59,-0.59 ,36,0.36 
204854,長野県,北安曇郡白馬村,"4,639","4,685","9,324","4,175",416,456,872,68,3,943,463,226,689,98,75,862,81,0.88 ,-30,-0.32 ,111,1.20 
204862,長野県,北安曇郡小谷村,"1,551","1,541","3,092","1,311",108,51,159,19,0,178,133,18,151,36,4,191,-13,-0.42 ,-17,-0.55 ,4,0.13 
205206,長野県,埴科郡,"7,631","7,874","15,505","6,069",443,71,514,81,4,599,484,49,533,229,7,769,-170,-1.08 ,-148,-0.94 ,-22,-0.14 
205214,長野県,埴科郡坂城町,"7,631","7,874","15,505","6,069",443,71,514,81,4,599,484,49,533,229,7,769,-170,-1.08 ,-148,-0.94 ,-22,-0.14 
205401,長野県,上高井郡,"9,055","9,499","18,554","6,154",445,41,486,102,5,593,496,26,522,228,8,758,-165,-0.88 ,-126,-0.67 ,-39,-0.21 
205419,長野県,上高井郡小布施町,"5,418","5,800","11,218","3,741",276,23,299,68,3,370,301,12,313,141,6,460,-90,-0.80 ,-73,-0.65 ,-17,-0.15 
205435,長野県,上高井郡高山村,"3,637","3,699","7,336","2,413",169,18,187,34,2,223,195,14,209,87,2,298,-75,-1.01 ,-53,-0.72 ,-22,-0.30 
205605,長野県,下高井郡,"10,630","11,343","21,973","8,163",565,176,741,127,14,882,703,109,812,321,15,"1,148",-266,-1.20 ,-194,-0.87 ,-72,-0.32 
205613,長野県,下高井郡山ノ内町,"6,438","6,849","13,287","5,061",352,86,438,69,5,512,433,45,478,181,13,672,-160,-1.19 ,-112,-0.83 ,-48,-0.36 
205621,長野県,下高井郡木島平村,"2,417","2,534","4,951","1,800",129,8,137,34,3,174,136,6,142,76,1,219,-45,-0.90 ,-42,-0.84 ,-3,-0.06 
205630,長野県,下高井郡野沢温泉村,"1,775","1,960","3,735","1,302",84,82,166,24,6,196,134,58,192,64,1,257,-61,-1.61 ,-40,-1.05 ,-21,-0.55 
205800,長野県,上水内郡,"11,437","11,938","23,375","8,672",541,22,563,93,10,666,669,23,692,361,11,"1,064",-398,-1.67 ,-268,-1.13 ,-130,-0.55 
205834,長野県,上水内郡信濃町,"4,373","4,570","8,943","3,405",225,12,237,24,3,264,264,8,272,129,4,405,-141,-1.55 ,-105,-1.16 ,-36,-0.40 
205885,長野県,上水内郡小川村,"1,330","1,409","2,739","1,118",35,1,36,17,0,53,85,1,86,60,0,146,-93,-3.28 ,-43,-1.52 ,-50,-1.77 
205907,長野県,上水内郡飯綱町,"5,734","5,959","11,693","4,149",281,9,290,52,7,349,320,14,334,172,7,513,-164,-1.38 ,-120,-1.01 ,-44,-0.37 
206008,長野県,下水内郡,973,"1,076","2,049",885,53,2,55,7,0,62,62,1,63,60,0,123,-61,-2.89 ,-53,-2.51 ,-8,-0.38 
206024,長野県,下水内郡栄村,973,"1,076","2,049",885,53,2,55,7,0,62,62,1,63,60,0,123,-61,-2.89 ,-53,-2.51 ,-8,-0.38 
210005,岐阜県,,"1,009,535","1,066,660","2,076,195","804,061","61,150","10,902","72,052","15,893","1,146","89,091","67,945","5,423","73,368","22,240","4,883","100,491","-11,400",-0.55 ,"-6,347",-0.30 ,"-5,053",-0.24 
212016,岐阜県,岐阜市,"197,903","216,092","413,995","175,357","12,059","2,882","14,941","3,244",393,"18,578","13,296",878,"14,174","4,330","1,599","20,103","-1,525",-0.37 ,"-1,086",-0.26 ,-439,-0.11 
212024,岐阜県,大垣市,"79,057","83,338","162,395","64,214","4,932",648,"5,580","1,387",80,"7,047","5,115",366,"5,481","1,664",354,"7,499",-452,-0.28 ,-277,-0.17 ,-175,-0.11 
212032,岐阜県,高山市,"43,232","47,531","90,763","35,243","2,112",183,"2,295",710,37,"3,042","2,446",163,"2,609","1,169",72,"3,850",-808,-0.88 ,-459,-0.50 ,-349,-0.38 
212041,岐阜県,多治見市,"55,239","58,180","113,419","45,408","2,820",448,"3,268",788,47,"4,103","3,424",223,"3,647","1,089",163,"4,899",-796,-0.70 ,-301,-0.26 ,-495,-0.43 
212059,岐阜県,関市,"44,350","46,529","90,879","34,795","2,524",376,"2,900",647,9,"3,556","2,736",168,"2,904",919,348,"4,171",-615,-0.67 ,-272,-0.30 ,-343,-0.37 
212067,岐阜県,中津川市,"39,402","41,492","80,894","29,980","1,773",174,"1,947",641,27,"2,615","2,067",121,"2,188","1,050",96,"3,334",-719,-0.88 ,-409,-0.50 ,-310,-0.38 
212075,岐阜県,美濃市,"10,423","11,230","21,653","8,065",531,101,632,121,0,753,650,84,734,328,55,"1,117",-364,-1.65 ,-207,-0.94 ,-157,-0.71 
212083,岐阜県,瑞浪市,"18,873","20,095","38,968","15,118","1,362",51,"1,413",280,33,"1,726","1,539",51,"1,590",463,39,"2,092",-366,-0.93 ,-183,-0.47 ,-183,-0.47 
212091,岐阜県,羽島市,"33,793","34,827","68,620","25,590","1,960","1,805","3,765",505,37,"4,307","3,471",122,"3,593",619,170,"4,382",-75,-0.11 ,-114,-0.17 ,39,0.06 
212105,岐阜県,恵那市,"25,282","27,057","52,339","19,747","1,188",86,"1,274",336,6,"1,616","1,448",83,"1,531",728,70,"2,329",-713,-1.34 ,-392,-0.74 ,-321,-0.61 
212113,岐阜県,美濃加茂市,"27,613","28,195","55,808","21,307","2,578",468,"3,046",539,49,"3,634","2,235",444,"2,679",453,127,"3,259",375,0.68 ,86,0.16 ,289,0.52 
212121,岐阜県,土岐市,"28,999","30,868","59,867","24,030","1,500",163,"1,663",410,55,"2,128","1,715",135,"1,850",713,99,"2,662",-534,-0.88 ,-303,-0.50 ,-231,-0.38 
212130,岐阜県,各務原市,"73,377","75,032","148,409","57,770","5,029",394,"5,423","1,284",44,"6,751","4,825",317,"5,142","1,371",315,"6,828",-77,-0.05 ,-87,-0.06 ,10,0.01 
212148,岐阜県,可児市,"50,125","51,023","101,148","40,692","3,727",667,"4,394",881,62,"5,337","3,473",577,"4,050",809,274,"5,133",204,0.20 ,72,0.07 ,132,0.13 
212156,岐阜県,山県市,"13,714","14,586","28,300","10,778",588,556,"1,144",121,19,"1,284","1,211",72,"1,283",347,152,"1,782",-498,-1.73 ,-226,-0.78 ,-272,-0.94 
212164,岐阜県,瑞穂市,"26,693","26,883","53,576","20,052","2,413",358,"2,771",636,23,"3,430","2,313",371,"2,684",377,18,"3,079",351,0.66 ,259,0.49 ,92,0.17 
212172,岐阜県,飛騨市,"12,294","13,267","25,561","8,935",429,40,469,162,1,632,574,28,602,359,13,974,-342,-1.32 ,-197,-0.76 ,-145,-0.56 
212181,岐阜県,本巣市,"17,186","17,989","35,175","12,220","1,092",230,"1,322",215,14,"1,551","1,273",57,"1,330",344,107,"1,781",-230,-0.65 ,-129,-0.36 ,-101,-0.29 
212199,岐阜県,郡上市,"21,314","22,626","43,940","15,310",846,115,961,289,14,"1,264","1,053",54,"1,107",642,74,"1,823",-559,-1.26 ,-353,-0.79 ,-206,-0.46 
212202,岐阜県,下呂市,"16,423","17,928","34,351","12,370",771,96,867,192,2,"1,061",989,88,"1,077",531,78,"1,686",-625,-1.79 ,-339,-0.97 ,-286,-0.82 
212211,岐阜県,海津市,"17,779","18,534","36,313","12,157",753,78,831,186,50,"1,067","1,033",136,"1,169",452,38,"1,659",-592,-1.60 ,-266,-0.72 ,-326,-0.88 
213004,岐阜県,羽島郡,"23,169","24,284","47,453","18,630","2,533",144,"2,677",544,21,"3,242","2,310",140,"2,450",434,122,"3,006",236,0.50 ,110,0.23 ,126,0.27 
213021,岐阜県,羽島郡岐南町,"12,309","12,594","24,903","9,942","1,510",72,"1,582",309,19,"1,910","1,368",94,"1,462",202,49,"1,713",197,0.80 ,107,0.43 ,90,0.36 
213039,岐阜県,羽島郡笠松町,"10,860","11,690","22,550","8,688","1,023",72,"1,095",235,2,"1,332",942,46,988,232,73,"1,293",39,0.17 ,3,0.01 ,36,0.16 
213403,岐阜県,養老郡,"14,983","15,565","30,548","10,289",575,90,665,185,12,862,870,103,973,339,15,"1,327",-465,-1.50 ,-154,-0.50 ,-311,-1.00 
213411,岐阜県,養老郡養老町,"14,983","15,565","30,548","10,289",575,90,665,185,12,862,870,103,973,339,15,"1,327",-465,-1.50 ,-154,-0.50 ,-311,-1.00 
213608,岐阜県,不破郡,"17,536","18,107","35,643","13,162",911,147,"1,058",208,24,"1,290","1,079",111,"1,190",378,81,"1,649",-359,-1.00 ,-170,-0.47 ,-189,-0.52 
213616,岐阜県,不破郡垂井町,"13,823","14,251","28,074","10,384",748,125,873,177,23,"1,073",851,87,938,276,67,"1,281",-208,-0.74 ,-99,-0.35 ,-109,-0.39 
213624,岐阜県,不破郡関ケ原町,"3,713","3,856","7,569","2,778",163,22,185,31,1,217,228,24,252,102,14,368,-151,-1.96 ,-71,-0.92 ,-80,-1.04 
213802,岐阜県,安八郡,"22,179","22,753","44,932","15,201","1,439",173,"1,612",325,11,"1,948","1,435",129,"1,564",432,146,"2,142",-194,-0.43 ,-107,-0.24 ,-87,-0.19 
213811,岐阜県,安八郡神戸町,"9,693","10,045","19,738","6,864",590,107,697,127,0,824,678,53,731,213,58,"1,002",-178,-0.89 ,-86,-0.43 ,-92,-0.46 
213829,岐阜県,安八郡輪之内町,"4,931","5,012","9,943","3,176",348,37,385,89,5,479,329,32,361,83,54,498,-19,-0.19 ,6,0.06 ,-25,-0.25 
213837,岐阜県,安八郡安八町,"7,555","7,696","15,251","5,161",501,29,530,109,6,645,428,44,472,136,34,642,3,0.02 ,-27,-0.18 ,30,0.20 
214001,岐阜県,揖斐郡,"34,446","36,394","70,840","24,003","1,673",138,"1,811",436,24,"2,271","1,892",151,"2,043",795,94,"2,932",-661,-0.92 ,-359,-0.50 ,-302,-0.42 
214019,岐阜県,揖斐郡揖斐川町,"10,727","11,749","22,476","8,201",438,35,473,115,4,592,595,34,629,344,12,985,-393,-1.72 ,-229,-1.00 ,-164,-0.72 
214035,岐阜県,揖斐郡大野町,"11,662","12,130","23,792","7,769",580,44,624,156,13,793,630,41,671,213,59,943,-150,-0.63 ,-57,-0.24 ,-93,-0.39 
214043,岐阜県,揖斐郡池田町,"12,057","12,515","24,572","8,033",655,59,714,165,7,886,667,76,743,238,23,"1,004",-118,-0.48 ,-73,-0.30 ,-45,-0.18 
214205,岐阜県,本巣郡,"8,817","9,527","18,344","7,155",864,67,931,176,12,"1,119",928,47,975,134,61,"1,170",-51,-0.28 ,42,0.23 ,-93,-0.51 
214213,岐阜県,本巣郡北方町,"8,817","9,527","18,344","7,155",864,67,931,176,12,"1,119",928,47,975,134,61,"1,170",-51,-0.28 ,42,0.23 ,-93,-0.51 
215007,岐阜県,加茂郡,"25,183","26,419","51,602","18,773","1,449",177,"1,626",312,19,"1,957","1,810",150,"1,960",731,77,"2,768",-811,-1.55 ,-419,-0.80 ,-392,-0.75 
215015,岐阜県,加茂郡坂祝町,"4,271","3,967","8,238","3,246",413,34,447,67,9,523,459,75,534,73,22,629,-106,-1.27 ,-6,-0.07 ,-100,-1.20 
215023,岐阜県,加茂郡富加町,"2,775","2,945","5,720","1,871",217,12,229,40,1,270,184,33,217,45,15,277,-7,-0.12 ,-5,-0.09 ,-2,-0.03 
215031,岐阜県,加茂郡川辺町,"5,173","5,370","10,543","3,793",324,72,396,69,5,470,340,10,350,121,23,494,-24,-0.23 ,-52,-0.49 ,28,0.26 
215040,岐阜県,加茂郡七宗町,"1,965","2,170","4,135","1,477",82,27,109,20,0,129,151,6,157,83,0,240,-111,-2.61 ,-63,-1.48 ,-48,-1.13 
215058,岐阜県,加茂郡八百津町,"5,619","5,999","11,618","4,327",200,11,211,65,3,279,290,16,306,180,3,489,-210,-1.78 ,-115,-0.97 ,-95,-0.80 
215066,岐阜県,加茂郡白川町,"4,219","4,697","8,916","3,195",164,17,181,38,0,219,297,8,305,176,11,492,-273,-2.97 ,-138,-1.50 ,-135,-1.47 
215074,岐阜県,加茂郡東白川村,"1,161","1,271","2,432",864,49,4,53,13,1,67,89,2,91,53,3,147,-80,-3.18 ,-40,-1.59 ,-40,-1.59 
215201,岐阜県,可児郡,"9,330","9,436","18,766","7,133",621,43,664,116,21,801,653,47,700,209,26,935,-134,-0.71 ,-93,-0.49 ,-41,-0.22 
215210,岐阜県,可児郡御嵩町,"9,330","9,436","18,766","7,133",621,43,664,116,21,801,653,47,700,209,26,935,-134,-0.71 ,-93,-0.49 ,-41,-0.22 
216003,岐阜県,大野郡,821,873,"1,694",577,98,4,102,17,0,119,82,7,89,31,0,120,-1,-0.06 ,-14,-0.83 ,13,0.77 
216046,岐阜県,大野郡白川村,821,873,"1,694",577,98,4,102,17,0,119,82,7,89,31,0,120,-1,-0.06 ,-14,-0.83 ,13,0.77 
220001,静岡県,,"1,861,080","1,909,539","3,770,619","1,544,095","132,235","13,901","146,136","29,078","1,654","176,868","138,885","8,489","147,374","39,898","5,083","192,355","-15,487",-0.41 ,"-10,820",-0.29 ,"-4,667",-0.12 
221007,静岡県,静岡市,"347,001","365,183","712,184","309,168","24,432","2,093","26,525","5,241",198,"31,964","25,805","1,176","26,981","7,875",676,"35,532","-3,568",-0.50 ,"-2,634",-0.37 ,-934,-0.13 
221015,静岡県,静岡市葵区,"124,020","133,425","257,445","112,669","9,069",638,"9,707","1,855",71,"11,633","9,109",438,"9,547","2,873",148,"12,568",-935,-0.36 ,"-1,018",-0.39 ,83,0.03 
221023,静岡県,静岡市駿河区,"104,675","107,140","211,815","94,356","9,431",904,"10,335","1,831",67,"12,233","9,985",348,"10,333","2,161",278,"12,772",-539,-0.25 ,-330,-0.16 ,-209,-0.10 
221031,静岡県,静岡市清水区,"118,306","124,618","242,924","102,143","5,932",551,"6,483","1,555",60,"8,098","6,711",390,"7,101","2,841",250,"10,192","-2,094",-0.85 ,"-1,286",-0.52 ,-808,-0.33 
221309,静岡県,浜松市,"402,335","406,692","809,027","327,909","34,369","3,208","37,577","6,970",362,"44,909","34,996","2,059","37,055","8,012","1,132","46,199","-1,290",-0.16 ,"-1,042",-0.13 ,-248,-0.03 
221317,静岡県,浜松市中区,"118,902","120,881","239,783","108,303","12,081","1,302","13,383","2,053",134,"15,570","12,603",839,"13,442","2,320",421,"16,183",-613,-0.25 ,-267,-0.11 ,-346,-0.14 
221325,静岡県,浜松市東区,"65,024","64,823","129,847","52,214","5,712",504,"6,216","1,324",60,"7,600","5,949",292,"6,241","1,101",195,"7,537",63,0.05 ,223,0.17 ,-160,-0.12 
221333,静岡県,浜松市西区,"56,153","56,816","112,969","42,792","4,226",378,"4,604",904,26,"5,534","4,551",232,"4,783","1,106",104,"5,993",-459,-0.40 ,-202,-0.18 ,-257,-0.23 
221341,静岡県,浜松市南区,"52,031","51,475","103,506","41,940","4,602",474,"5,076",886,70,"6,032","4,628",252,"4,880",983,193,"6,056",-24,-0.02 ,-97,-0.09 ,73,0.07 
221350,静岡県,浜松市北区,"46,613","47,803","94,416","35,313","3,349",213,"3,562",759,32,"4,353","3,208",164,"3,372","1,066",103,"4,541",-188,-0.20 ,-307,-0.32 ,119,0.13 
221368,静岡県,浜松市浜北区,"48,616","48,840","97,456","34,622","3,723",294,"4,017",900,31,"4,948","2,853",247,"3,100",902,103,"4,105",843,0.87 ,-2,-0.00 ,845,0.87 
221376,静岡県,浜松市天竜区,"14,996","16,054","31,050","12,725",676,43,719,144,9,872,"1,204",33,"1,237",534,13,"1,784",-912,-2.85 ,-390,-1.22 ,-522,-1.63 
222038,静岡県,沼津市,"98,880","101,824","200,704","90,131","6,378",658,"7,036","1,280",152,"8,468","7,448",301,"7,749","2,299",328,"10,376","-1,908",-0.94 ,"-1,019",-0.50 ,-889,-0.44 
222054,静岡県,熱海市,"17,214","20,841","38,055","21,277","1,911",142,"2,053",128,14,"2,195","1,771",115,"1,886",689,7,"2,582",-387,-1.01 ,-561,-1.46 ,174,0.45 
