平成31年1月1日住民基本台帳人口・世帯数、平成30年（1月1日から同年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,（単位：人、世帯、％）
団体コード,都道府県名,市区町村名,平成31年,,,,平成30年,,,,,,,,,,,,,,,,,
,,,人口,,,世帯数,住民票記載数,,,,,,住民票消除数,,,,,,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
団体コード,都道府県名,市区町村名,男,女,人,,転入者数（国内）,転入者数（国外）,転入者数（計）,出生者数,その他（計）,計（Ａ）,転出者数（国内）,転出者数（国外）,転出者数（計）,死亡者数,その他（計）,計（Ｂ）,,,,,,
,合計,,"62,174,142","65,269,421","127,443,563","58,527,117","5,349,543","625,696","5,975,239","937,542","76,840","6,989,621","5,365,046","332,109","5,697,155","1,370,751","185,411","7,253,317","-263,696",-0.21 ,"-433,209",-0.34 ,"169,513",0.13 
010006,北海道,,"2,505,804","2,798,609","5,304,413","2,781,336","243,328","16,009","259,337","32,891","1,989","294,217","250,540","10,749","261,289","64,302","3,752","329,343","-35,126",-0.66 ,"-31,411",-0.59 ,"-3,715",-0.07 
011002,北海道,札幌市,"913,799","1,041,658","1,955,457","1,058,431","119,700","5,074","124,774","13,403",555,"138,732","111,642","3,645","115,287","19,368",968,"135,623","3,109",0.16 ,"-5,965",-0.31 ,"9,074",0.46 
011011,北海道,札幌市中央区,"106,500","128,949","235,449","141,734","20,412","1,018","21,430","1,773",91,"23,294","18,708",616,"19,324","2,175",230,"21,729","1,565",0.67 ,-402,-0.17 ,"1,967",0.84 
011029,北海道,札幌市北区,"135,706","150,406","286,112","151,891","15,746","1,179","16,925","1,894",91,"18,910","14,400",867,"15,267","2,857",221,"18,345",565,0.20 ,-963,-0.34 ,"1,528",0.54 
011037,北海道,札幌市東区,"124,445","137,332","261,777","142,078","15,025",662,"15,687","2,003",90,"17,780","15,053",398,"15,451","2,514",156,"18,121",-341,-0.13 ,-511,-0.19 ,170,0.06 
011045,北海道,札幌市白石区,"101,125","111,546","212,671","122,062","14,430",331,"14,761","1,718",61,"16,540","13,302",201,"13,503","2,017",96,"15,616",924,0.44 ,-299,-0.14 ,"1,223",0.58 
011053,北海道,札幌市豊平区,"103,048","119,456","222,504","126,579","16,587",495,"17,082","1,696",63,"18,841","15,267",410,"15,677","2,053",73,"17,803","1,038",0.47 ,-357,-0.16 ,"1,395",0.63 
011061,北海道,札幌市南区,"63,813","73,675","137,488","72,502","7,419",321,"7,740",639,34,"8,413","7,624",238,"7,862","1,710",60,"9,632","-1,219",-0.88 ,"-1,071",-0.77 ,-148,-0.11 
011070,北海道,札幌市西区,"99,368","115,863","215,231","114,066","12,567",296,"12,863","1,554",37,"14,454","10,874",264,"11,138","2,075",59,"13,272","1,182",0.55 ,-521,-0.24 ,"1,703",0.80 
011088,北海道,札幌市厚別区,"58,566","69,082","127,648","65,096","6,629",307,"6,936",667,44,"7,647","6,209",265,"6,474","1,269",44,"7,787",-140,-0.11 ,-602,-0.47 ,462,0.36 
011096,北海道,札幌市手稲区,"66,924","75,206","142,130","69,249","6,351",243,"6,594",816,23,"7,433","5,638",201,"5,839","1,557",15,"7,411",22,0.02 ,-741,-0.52 ,763,0.54 
011100,北海道,札幌市清田区,"54,304","60,143","114,447","53,174","4,534",222,"4,756",643,21,"5,420","4,567",185,"4,752","1,141",14,"5,907",-487,-0.42 ,-498,-0.43 ,11,0.01 
012025,北海道,函館市,"117,919","141,029","258,948","142,571","8,382",379,"8,761","1,420",256,"10,437","9,834",260,"10,094","3,776",138,"14,008","-3,571",-1.36 ,"-2,356",-0.90 ,"-1,215",-0.46 
012033,北海道,小樽市,"52,536","63,993","116,529","63,709","2,992",255,"3,247",479,26,"3,752","4,067",139,"4,206","1,905",60,"6,171","-2,419",-2.03 ,"-1,426",-1.20 ,-993,-0.83 
012041,北海道,旭川市,"156,846","180,546","337,392","177,764","10,203",535,"10,738","2,123",124,"12,985","11,003",318,"11,321","4,377",106,"15,804","-2,819",-0.83 ,"-2,254",-0.66 ,-565,-0.17 
012050,北海道,室蘭市,"40,508","43,897","84,405","45,903","3,022",125,"3,147",475,29,"3,651","3,655",95,"3,750","1,282",21,"5,053","-1,402",-1.63 ,-807,-0.94 ,-595,-0.69 
012068,北海道,釧路市,"80,102","90,262","170,364","94,654","5,895",324,"6,219","1,020",31,"7,270","6,660",234,"6,894","2,299",104,"9,297","-2,027",-1.18 ,"-1,279",-0.74 ,-748,-0.43 
012076,北海道,帯広市,"79,592","87,297","166,889","87,671","7,301",287,"7,588","1,168",79,"8,835","7,449",263,"7,712","1,823",64,"9,599",-764,-0.46 ,-655,-0.39 ,-109,-0.07 
012084,北海道,北見市,"55,969","61,837","117,806","61,638","3,957",140,"4,097",750,51,"4,898","4,311",103,"4,414","1,436",29,"5,879",-981,-0.83 ,-686,-0.58 ,-295,-0.25 
012092,北海道,夕張市,"3,766","4,321","8,087","4,755",214,84,298,29,0,327,309,86,395,202,5,602,-275,-3.29 ,-173,-2.07 ,-102,-1.22 
012106,北海道,岩見沢市,"38,205","43,573","81,778","41,767","2,570",63,"2,633",433,12,"3,078","2,895",51,"2,946","1,166",11,"4,123","-1,045",-1.26 ,-733,-0.89 ,-312,-0.38 
012114,北海道,網走市,"17,499","18,205","35,704","18,243","1,557",85,"1,642",230,31,"1,903","1,988",70,"2,058",450,13,"2,521",-618,-1.70 ,-220,-0.61 ,-398,-1.10 
012122,北海道,留萌市,"10,172","11,138","21,310","11,623",955,11,966,121,20,"1,107","1,220",34,"1,254",294,6,"1,554",-447,-2.05 ,-173,-0.80 ,-274,-1.26 
012131,北海道,苫小牧市,"83,863","87,948","171,811","88,545","5,898",233,"6,131","1,243",46,"7,420","5,877",193,"6,070","1,859",53,"7,982",-562,-0.33 ,-616,-0.36 ,54,0.03 
012149,北海道,稚内市,"16,817","17,432","34,249","17,885","1,284",120,"1,404",192,8,"1,604","1,661",132,"1,793",388,8,"2,189",-585,-1.68 ,-196,-0.56 ,-389,-1.12 
012157,北海道,美唄市,"10,281","11,321","21,602","11,605",466,17,483,91,3,577,730,17,747,436,3,"1,186",-609,-2.74 ,-345,-1.55 ,-264,-1.19 
012165,北海道,芦別市,"6,222","7,413","13,635","7,594",288,4,292,49,0,341,435,10,445,275,0,720,-379,-2.70 ,-226,-1.61 ,-153,-1.09 
012173,北海道,江別市,"56,575","62,410","118,985","57,219","5,133",328,"5,461",587,15,"6,063","4,578",167,"4,745","1,281",51,"6,077",-14,-0.01 ,-694,-0.58 ,680,0.57 
012181,北海道,赤平市,"4,635","5,551","10,186","5,882",264,17,281,31,2,314,368,13,381,210,1,592,-278,-2.66 ,-179,-1.71 ,-99,-0.95 
012190,北海道,紋別市,"10,348","11,696","22,044","11,929",760,163,923,105,6,"1,034","1,040",119,"1,159",346,12,"1,517",-483,-2.14 ,-241,-1.07 ,-242,-1.07 
012203,北海道,士別市,"8,975","9,990","18,965","9,366",462,30,492,85,0,577,659,27,686,263,11,960,-383,-1.98 ,-178,-0.92 ,-205,-1.06 
012211,北海道,名寄市,"13,454","14,128","27,582","14,264","1,275",58,"1,333",231,2,"1,566","1,480",64,"1,544",347,2,"1,893",-327,-1.17 ,-116,-0.42 ,-211,-0.76 
012220,北海道,三笠市,"3,872","4,690","8,562","4,921",298,4,302,36,0,338,342,5,347,209,4,560,-222,-2.53 ,-173,-1.97 ,-49,-0.56 
012238,北海道,根室市,"12,404","13,549","25,953","12,666",814,216,"1,030",133,12,"1,175","1,197",64,"1,261",345,15,"1,621",-446,-1.69 ,-212,-0.80 ,-234,-0.89 
012246,北海道,千歳市,"49,256","47,805","97,061","49,196","5,942",299,"6,241",776,59,"7,076","5,883",136,"6,019",780,57,"6,856",220,0.23 ,-4,-0.00 ,224,0.23 
012254,北海道,滝川市,"19,127","21,238","40,365","21,502","1,936",28,"1,964",242,7,"2,213","2,072",21,"2,093",578,20,"2,691",-478,-1.17 ,-336,-0.82 ,-142,-0.35 
012262,北海道,砂川市,"7,964","9,173","17,137","8,928",647,7,654,101,4,759,700,8,708,278,0,986,-227,-1.31 ,-177,-1.02 ,-50,-0.29 
012271,北海道,歌志内市,"1,533","1,742","3,275","1,908",73,6,79,6,2,87,124,9,133,87,0,220,-133,-3.90 ,-81,-2.38 ,-52,-1.53 
012289,北海道,深川市,"9,735","11,069","20,804","10,886",671,16,687,86,0,773,848,8,856,350,0,"1,206",-433,-2.04 ,-264,-1.24 ,-169,-0.80 
012297,北海道,富良野市,"10,343","11,578","21,921","10,896",864,145,"1,009",164,17,"1,190","1,103",138,"1,241",299,13,"1,553",-363,-1.63 ,-135,-0.61 ,-228,-1.02 
012301,北海道,登別市,"23,130","25,265","48,395","24,858","1,852",95,"1,947",291,12,"2,250","2,009",57,"2,066",629,12,"2,707",-457,-0.94 ,-338,-0.69 ,-119,-0.24 
012319,北海道,恵庭市,"33,963","35,887","69,850","33,317","3,370",138,"3,508",430,27,"3,965","2,845",104,"2,949",664,23,"3,636",329,0.47 ,-234,-0.34 ,563,0.81 
012335,北海道,伊達市,"15,966","18,399","34,365","17,924","1,161",83,"1,244",172,16,"1,432","1,273",66,"1,339",496,4,"1,839",-407,-1.17 ,-324,-0.93 ,-83,-0.24 
012343,北海道,北広島市,"28,156","30,474","58,630","27,537","2,311",64,"2,375",272,7,"2,654","2,171",54,"2,225",617,10,"2,852",-198,-0.34 ,-345,-0.59 ,147,0.25 
012351,北海道,石狩市,"28,149","30,196","58,345","27,580","2,102",190,"2,292",319,17,"2,628","1,970",178,"2,148",622,15,"2,785",-157,-0.27 ,-303,-0.52 ,146,0.25 
012360,北海道,北斗市,"21,825","24,662","46,487","22,256","1,638",49,"1,687",274,29,"1,990","1,709",63,"1,772",534,26,"2,332",-342,-0.73 ,-260,-0.56 ,-82,-0.18 
013030,北海道,石狩郡当別町,"7,808","8,253","16,061","7,652",559,36,595,49,0,644,726,31,757,190,1,948,-304,-1.86 ,-141,-0.86 ,-163,-1.00 
013048,北海道,石狩郡新篠津村,"1,499","1,602","3,101","1,390",107,2,109,20,0,129,139,5,144,57,0,201,-72,-2.27 ,-37,-1.17 ,-35,-1.10 
013315,北海道,松前郡松前町,"3,423","3,834","7,257","4,075",212,9,221,27,2,250,345,9,354,178,0,532,-282,-3.74 ,-151,-2.00 ,-131,-1.74 
013323,北海道,松前郡福島町,"1,910","2,197","4,107","2,118",114,9,123,17,1,141,172,12,184,82,0,266,-125,-2.95 ,-65,-1.54 ,-60,-1.42 
013331,北海道,上磯郡知内町,"2,138","2,250","4,388","2,079",172,3,175,14,1,190,188,11,199,76,2,277,-87,-1.94 ,-62,-1.39 ,-25,-0.56 
013340,北海道,上磯郡木古内町,"1,942","2,234","4,176","2,202",104,11,115,10,3,128,140,11,151,88,1,240,-112,-2.61 ,-78,-1.82 ,-34,-0.79 
013374,北海道,亀田郡七飯町,"13,086","15,202","28,288","13,716","1,035",21,"1,056",163,13,"1,232","1,103",24,"1,127",376,4,"1,507",-275,-0.96 ,-213,-0.75 ,-62,-0.22 
013439,北海道,茅部郡鹿部町,"1,866","2,095","3,961","1,868",133,35,168,14,0,182,142,0,142,54,34,230,-48,-1.20 ,-40,-1.00 ,-8,-0.20 
013455,北海道,茅部郡森町,"7,301","8,274","15,575","7,613",366,87,453,61,19,533,522,72,594,240,16,850,-317,-1.99 ,-179,-1.13 ,-138,-0.87 
013463,北海道,二海郡八雲町,"8,150","8,535","16,685","8,530",729,106,835,105,21,961,920,22,942,257,37,"1,236",-275,-1.62 ,-152,-0.90 ,-123,-0.73 
013471,北海道,山越郡長万部町,"2,580","2,913","5,493","3,070",422,62,484,28,16,528,411,16,427,84,41,552,-24,-0.44 ,-56,-1.02 ,32,0.58 
013617,北海道,檜山郡江差町,"3,731","4,001","7,732","4,295",440,9,449,32,4,485,525,8,533,115,0,648,-163,-2.06 ,-83,-1.05 ,-80,-1.01 
013625,北海道,檜山郡上ノ国町,"2,264","2,587","4,851","2,493",107,1,108,17,0,125,159,0,159,102,1,262,-137,-2.75 ,-85,-1.70 ,-52,-1.04 
013633,北海道,檜山郡厚沢部町,"1,845","2,035","3,880","1,922",114,36,150,18,1,169,200,6,206,71,4,281,-112,-2.81 ,-53,-1.33 ,-59,-1.48 
013641,北海道,爾志郡乙部町,"1,714","2,009","3,723","1,888",100,0,100,13,0,113,154,0,154,69,0,223,-110,-2.87 ,-56,-1.46 ,-54,-1.41 
013676,北海道,奥尻郡奥尻町,"1,401","1,254","2,655","1,538",149,3,152,11,2,165,203,2,205,46,1,252,-87,-3.17 ,-35,-1.28 ,-52,-1.90 
013706,北海道,瀬棚郡今金町,"2,557","2,799","5,356","2,577",162,2,164,21,1,186,206,2,208,96,1,305,-119,-2.17 ,-75,-1.37 ,-44,-0.80 
013714,北海道,久遠郡せたな町,"3,758","4,213","7,971","4,230",203,13,216,30,0,246,295,13,308,162,0,470,-224,-2.73 ,-132,-1.61 ,-92,-1.12 
013919,北海道,島牧郡島牧村,732,745,"1,477",827,31,0,31,8,0,39,46,0,46,33,0,79,-40,-2.64 ,-25,-1.65 ,-15,-0.99 
013927,北海道,寿都郡寿都町,"1,461","1,533","2,994","1,705",134,13,147,10,0,157,142,16,158,52,1,211,-54,-1.77 ,-42,-1.38 ,-12,-0.39 
013935,北海道,寿都郡黒松内町,"1,343","1,494","2,837","1,501",135,1,136,12,3,151,170,0,170,48,0,218,-67,-2.31 ,-36,-1.24 ,-31,-1.07 
013943,北海道,磯谷郡蘭越町,"2,276","2,441","4,717","2,330",207,14,221,27,0,248,200,10,210,87,1,298,-50,-1.05 ,-60,-1.26 ,10,0.21 
013951,北海道,虻田郡ニセコ町,"2,688","2,610","5,298","2,769",430,389,819,30,5,854,377,212,589,51,119,759,95,1.83 ,-21,-0.40 ,116,2.23 
013960,北海道,虻田郡真狩村,"1,042","1,060","2,102",961,131,8,139,17,1,157,99,4,103,39,1,143,14,0.67 ,-22,-1.05 ,36,1.72 
013978,北海道,虻田郡留寿都村,"1,020","1,027","2,047","1,109",154,279,433,17,2,452,188,175,363,24,67,454,-2,-0.10 ,-7,-0.34 ,5,0.24 
013986,北海道,虻田郡喜茂別町,"1,125","1,084","2,209","1,254",120,24,144,15,0,159,146,11,157,39,2,198,-39,-1.73 ,-24,-1.07 ,-15,-0.67 
013994,北海道,虻田郡京極町,"1,464","1,578","3,042","1,505",118,6,124,13,0,137,114,10,124,49,2,175,-38,-1.23 ,-36,-1.17 ,-2,-0.06 
014001,北海道,虻田郡倶知安町,"8,553","8,089","16,642","9,400","1,227","1,747","2,974",126,32,"3,132","1,459",602,"2,061",153,708,"2,922",210,1.28 ,-27,-0.16 ,237,1.44 
014010,北海道,岩内郡共和町,"3,018","2,924","5,942","2,887",253,3,256,41,2,299,328,2,330,61,0,391,-92,-1.52 ,-20,-0.33 ,-72,-1.19 
014028,北海道,岩内郡岩内町,"5,961","6,662","12,623","6,821",391,8,399,70,8,477,564,11,575,208,2,785,-308,-2.38 ,-138,-1.07 ,-170,-1.31 
014036,北海道,古宇郡泊村,788,864,"1,652",909,74,1,75,9,0,84,70,5,75,28,0,103,-19,-1.14 ,-19,-1.14 ,0,0.00 
014044,北海道,古宇郡神恵内村,407,454,861,477,24,1,25,2,0,27,35,0,35,24,0,59,-32,-3.58 ,-22,-2.46 ,-10,-1.12 
014052,北海道,積丹郡積丹町,949,"1,094","2,043","1,105",46,1,47,15,0,62,91,0,91,49,0,140,-78,-3.68 ,-34,-1.60 ,-44,-2.07 
014061,北海道,古平郡古平町,"1,441","1,651","3,092","1,767",57,18,75,10,0,85,89,16,105,73,0,178,-93,-2.92 ,-63,-1.98 ,-30,-0.94 
014079,北海道,余市郡仁木町,"1,598","1,723","3,321","1,702",167,109,276,19,2,297,136,149,285,69,8,362,-65,-1.92 ,-50,-1.48 ,-15,-0.44 
014087,北海道,余市郡余市町,"8,744","10,150","18,894","9,927",682,31,713,81,2,796,769,60,829,301,10,"1,140",-344,-1.79 ,-220,-1.14 ,-124,-0.64 
014095,北海道,余市郡赤井川村,633,629,"1,262",727,98,198,296,7,1,304,98,110,208,11,85,304,0,0.00 ,-4,-0.32 ,4,0.32 
014231,北海道,空知郡南幌町,"3,585","3,988","7,573","3,450",210,39,249,32,3,284,284,19,303,94,1,398,-114,-1.48 ,-62,-0.81 ,-52,-0.68 
014249,北海道,空知郡奈井江町,"2,569","2,866","5,435","2,815",156,12,168,19,2,189,176,9,185,94,2,281,-92,-1.66 ,-75,-1.36 ,-17,-0.31 
014257,北海道,空知郡上砂川町,"1,369","1,618","2,987","1,778",80,2,82,12,2,96,153,1,154,76,4,234,-138,-4.42 ,-64,-2.05 ,-74,-2.37 
014273,北海道,夕張郡由仁町,"2,463","2,710","5,173","2,431",119,5,124,14,2,140,155,1,156,92,0,248,-108,-2.05 ,-78,-1.48 ,-30,-0.57 
014281,北海道,夕張郡長沼町,"5,272","5,604","10,876","4,969",341,1,342,42,2,386,383,2,385,166,1,552,-166,-1.50 ,-124,-1.12 ,-42,-0.38 
014290,北海道,夕張郡栗山町,"5,476","6,347","11,823","5,883",346,8,354,55,5,414,413,27,440,202,1,643,-229,-1.90 ,-147,-1.22 ,-82,-0.68 
014303,北海道,樺戸郡月形町,"1,641","1,575","3,216","1,658",138,0,138,14,2,154,166,1,167,69,0,236,-82,-2.49 ,-55,-1.67 ,-27,-0.82 
014311,北海道,樺戸郡浦臼町,885,959,"1,844",871,51,0,51,7,0,58,71,1,72,35,0,107,-49,-2.59 ,-28,-1.48 ,-21,-1.11 
014320,北海道,樺戸郡新十津川町,"3,074","3,535","6,609","2,966",206,9,215,34,1,250,224,8,232,110,0,342,-92,-1.37 ,-76,-1.13 ,-16,-0.24 
014338,北海道,雨竜郡妹背牛町,"1,424","1,552","2,976","1,421",79,7,86,8,0,94,85,8,93,45,0,138,-44,-1.46 ,-37,-1.23 ,-7,-0.23 
014346,北海道,雨竜郡秩父別町,"1,136","1,288","2,424","1,125",87,1,88,12,0,100,76,0,76,36,0,112,-12,-0.49 ,-24,-0.99 ,12,0.49 
014362,北海道,雨竜郡雨竜町,"1,164","1,240","2,404","1,129",35,5,40,8,0,48,98,2,100,44,3,147,-99,-3.96 ,-36,-1.44 ,-63,-2.52 
014371,北海道,雨竜郡北竜町,890,978,"1,868",837,53,0,53,9,0,62,65,0,65,37,0,102,-40,-2.10 ,-28,-1.47 ,-12,-0.63 
014389,北海道,雨竜郡沼田町,"1,490","1,641","3,131","1,519",112,2,114,23,0,137,96,0,96,59,0,155,-18,-0.57 ,-36,-1.14 ,18,0.57 
014524,北海道,上川郡鷹栖町,"3,281","3,644","6,925","3,063",210,1,211,36,2,249,233,1,234,92,2,328,-79,-1.13 ,-56,-0.80 ,-23,-0.33 
014532,北海道,上川郡東神楽町,"4,883","5,438","10,321","4,352",348,9,357,66,3,426,379,9,388,96,1,485,-59,-0.57 ,-30,-0.29 ,-29,-0.28 
014541,北海道,上川郡当麻町,"3,010","3,483","6,493","3,045",209,8,217,16,3,236,188,4,192,109,2,303,-67,-1.02 ,-93,-1.42 ,26,0.40 
014559,北海道,上川郡比布町,"1,771","1,982","3,753","1,835",136,2,138,14,0,152,113,6,119,74,0,193,-41,-1.08 ,-60,-1.58 ,19,0.50 
014567,北海道,上川郡愛別町,"1,299","1,486","2,785","1,373",58,190,248,16,0,264,294,11,305,52,1,358,-94,-3.27 ,-36,-1.25 ,-58,-2.01 
014575,北海道,上川郡上川町,"1,696","1,898","3,594","2,032",169,46,215,17,1,233,209,47,256,80,9,345,-112,-3.02 ,-63,-1.70 ,-49,-1.32 
014583,北海道,上川郡東川町,"3,892","4,490","8,382","3,947",432,206,638,47,6,691,406,105,511,107,19,637,54,0.65 ,-60,-0.72 ,114,1.37 
014591,北海道,上川郡美瑛町,"4,697","5,346","10,043","4,770",331,28,359,36,4,399,388,19,407,153,7,567,-168,-1.65 ,-117,-1.15 ,-51,-0.50 
014605,北海道,空知郡上富良野町,"5,513","5,276","10,789","5,351",543,33,576,72,6,654,696,6,702,123,7,832,-178,-1.62 ,-51,-0.47 ,-127,-1.16 
014613,北海道,空知郡中富良野町,"2,376","2,643","5,019","2,198",171,21,192,37,1,230,193,7,200,83,6,289,-59,-1.16 ,-46,-0.91 ,-13,-0.26 
014621,北海道,空知郡南富良野町,"1,269","1,246","2,515","1,375",105,6,111,23,0,134,125,9,134,46,2,182,-48,-1.87 ,-23,-0.90 ,-25,-0.98 
014630,北海道,勇払郡占冠村,782,726,"1,508","1,033",277,549,826,7,16,849,344,363,707,16,68,791,58,4.00 ,-9,-0.62 ,67,4.62 
014648,北海道,上川郡和寒町,"1,582","1,787","3,369","1,671",68,5,73,18,0,91,133,4,137,59,2,198,-107,-3.08 ,-41,-1.18 ,-66,-1.90 
014656,北海道,上川郡剣淵町,"1,522","1,609","3,131","1,483",88,2,90,18,0,108,101,1,102,51,0,153,-45,-1.42 ,-33,-1.04 ,-12,-0.38 
014681,北海道,上川郡下川町,"1,581","1,722","3,303","1,762",134,18,152,17,0,169,123,22,145,60,0,205,-36,-1.08 ,-43,-1.29 ,7,0.21 
014699,北海道,中川郡美深町,"2,133","2,231","4,364","2,251",186,9,195,22,1,218,253,9,262,74,0,336,-118,-2.63 ,-52,-1.16 ,-66,-1.47 
014702,北海道,中川郡音威子府村,401,362,763,491,87,2,89,7,0,96,97,3,100,4,0,104,-8,-1.04 ,3,0.39 ,-11,-1.43 
014711,北海道,中川郡中川町,755,767,"1,522",802,49,3,52,9,1,62,95,0,95,22,0,117,-55,-3.49 ,-13,-0.82 ,-42,-2.66 
014729,北海道,雨竜郡幌加内町,750,758,"1,508",793,65,1,66,4,1,71,82,0,82,29,5,116,-45,-2.90 ,-25,-1.61 ,-20,-1.29 
014818,北海道,増毛郡増毛町,"1,979","2,360","4,339","2,305",124,7,131,16,2,149,140,16,156,87,2,245,-96,-2.16 ,-71,-1.60 ,-25,-0.56 
014826,北海道,留萌郡小平町,"1,513","1,655","3,168","1,643",100,5,105,21,3,129,121,7,128,47,2,177,-48,-1.49 ,-26,-0.81 ,-22,-0.68 
014834,北海道,苫前郡苫前町,"1,480","1,620","3,100","1,529",109,1,110,19,0,129,165,4,169,53,0,222,-93,-2.91 ,-34,-1.06 ,-59,-1.85 
014842,北海道,苫前郡羽幌町,"3,364","3,629","6,993","3,606",226,4,230,38,1,269,319,5,324,108,1,433,-164,-2.29 ,-70,-0.98 ,-94,-1.31 
014851,北海道,苫前郡初山別村,565,608,"1,173",536,35,1,36,6,0,42,54,0,54,12,0,66,-24,-2.01 ,-6,-0.50 ,-18,-1.50 
014869,北海道,天塩郡遠別町,"1,306","1,386","2,692","1,352",106,3,109,11,2,122,105,5,110,38,0,148,-26,-0.96 ,-27,-0.99 ,1,0.04 
014877,北海道,天塩郡天塩町,"1,534","1,531","3,065","1,538",163,1,164,13,2,179,223,7,230,45,0,275,-96,-3.04 ,-32,-1.01 ,-64,-2.02 
015113,北海道,宗谷郡猿払村,"1,344","1,401","2,745","1,240",124,44,168,28,3,199,102,25,127,22,28,177,22,0.81 ,6,0.22 ,16,0.59 
015121,北海道,枝幸郡浜頓別町,"1,775","1,843","3,618","1,926",180,25,205,18,6,229,230,36,266,47,25,338,-109,-2.92 ,-29,-0.78 ,-80,-2.15 
015130,北海道,枝幸郡中頓別町,862,868,"1,730",893,83,4,87,10,0,97,94,1,95,34,0,129,-32,-1.82 ,-24,-1.36 ,-8,-0.45 
015148,北海道,枝幸郡枝幸町,"3,911","4,266","8,177","3,980",253,38,291,50,0,341,315,1,316,124,56,496,-155,-1.86 ,-74,-0.89 ,-81,-0.97 
015164,北海道,天塩郡豊富町,"1,983","1,957","3,940","1,975",153,3,156,22,1,179,151,5,156,71,3,230,-51,-1.28 ,-49,-1.23 ,-2,-0.05 
015172,北海道,礼文郡礼文町,"1,272","1,254","2,526","1,279",148,2,150,17,2,169,185,1,186,43,12,241,-72,-2.77 ,-26,-1.00 ,-46,-1.77 
015181,北海道,利尻郡利尻町,993,"1,044","2,037","1,069",94,1,95,16,6,117,143,0,143,36,1,180,-63,-3.00 ,-20,-0.95 ,-43,-2.05 
015199,北海道,利尻郡利尻富士町,"1,202","1,290","2,492","1,290",113,9,122,18,0,140,155,15,170,55,1,226,-86,-3.34 ,-37,-1.44 ,-49,-1.90 
015202,北海道,天塩郡幌延町,"1,185","1,145","2,330","1,243",135,7,142,12,0,154,162,7,169,38,11,218,-64,-2.67 ,-26,-1.09 ,-38,-1.59 
015431,北海道,網走郡美幌町,"9,496","10,082","19,578","9,544",609,5,614,88,6,708,816,22,838,244,2,"1,084",-376,-1.88 ,-156,-0.78 ,-220,-1.10 
015440,北海道,網走郡津別町,"2,278","2,435","4,713","2,337",153,3,156,23,2,181,221,10,231,76,7,314,-133,-2.74 ,-53,-1.09 ,-80,-1.65 
015458,北海道,斜里郡斜里町,"5,717","5,893","11,610","5,583",466,54,520,79,1,600,510,66,576,137,0,713,-113,-0.96 ,-58,-0.49 ,-55,-0.47 
015466,北海道,斜里郡清里町,"2,047","2,063","4,110","1,776",127,1,128,26,5,159,157,1,158,57,0,215,-56,-1.34 ,-31,-0.74 ,-25,-0.60 
015474,北海道,斜里郡小清水町,"2,333","2,564","4,897","2,123",149,4,153,32,2,187,192,3,195,70,8,273,-86,-1.73 ,-38,-0.76 ,-48,-0.96 
015491,北海道,常呂郡訓子府町,"2,387","2,613","5,000","2,095",152,0,152,30,0,182,202,10,212,80,0,292,-110,-2.15 ,-50,-0.98 ,-60,-1.17 
015504,北海道,常呂郡置戸町,"1,351","1,570","2,921","1,452",108,3,111,15,0,126,123,0,123,57,1,181,-55,-1.85 ,-42,-1.41 ,-13,-0.44 
015521,北海道,常呂郡佐呂間町,"2,441","2,771","5,212","2,480",158,90,248,34,3,285,182,50,232,84,0,316,-31,-0.59 ,-50,-0.95 ,19,0.36 
015555,北海道,紋別郡遠軽町,"9,723","10,261","19,984","10,310",817,30,847,127,7,981,"1,031",16,"1,047",309,3,"1,359",-378,-1.86 ,-182,-0.89 ,-196,-0.96 
015598,北海道,紋別郡湧別町,"4,214","4,648","8,862","4,150",232,45,277,46,1,324,319,48,367,156,5,528,-204,-2.25 ,-110,-1.21 ,-94,-1.04 
015601,北海道,紋別郡滝上町,"1,250","1,353","2,603","1,417",94,10,104,9,1,114,121,11,132,44,1,177,-63,-2.36 ,-35,-1.31 ,-28,-1.05 
015610,北海道,紋別郡興部町,"1,873","1,942","3,815","1,793",162,31,193,24,1,218,201,29,230,52,8,290,-72,-1.85 ,-28,-0.72 ,-44,-1.13 
015628,北海道,紋別郡西興部村,541,573,"1,114",678,90,8,98,12,1,111,87,4,91,22,1,114,-3,-0.27 ,-10,-0.90 ,7,0.63 
015636,北海道,紋別郡雄武町,"2,114","2,308","4,422","2,218",151,76,227,19,0,246,195,68,263,61,8,332,-86,-1.91 ,-42,-0.93 ,-44,-0.98 
015644,北海道,網走郡大空町,"3,503","3,732","7,235","3,066",249,5,254,49,2,305,241,3,244,108,0,352,-47,-0.65 ,-59,-0.81 ,12,0.16 
015717,北海道,虻田郡豊浦町,"1,864","2,127","3,991","2,190",204,30,234,25,0,259,251,13,264,66,18,348,-89,-2.18 ,-41,-1.00 ,-48,-1.18 
015750,北海道,有珠郡壮瞥町,"1,196","1,317","2,513","1,318",102,30,132,14,2,148,144,38,182,42,12,236,-88,-3.38 ,-28,-1.08 ,-60,-2.31 
015784,北海道,白老郡白老町,"8,099","8,882","16,981","9,484",542,46,588,50,6,644,644,39,683,291,3,977,-333,-1.92 ,-241,-1.39 ,-92,-0.53 
