令和2年1月1日住民基本台帳人口・世帯数、令和元年（平成31年1月1日から令和元年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,（単位：人、世帯、％）
団体コード,都道府県名,市区町村名,令和2年,,,,令和元年,,,,,,,,,,,,,,,,,
,,,人口,,,世帯数,住民票記載数,,,,,,住民票消除数,,,,,,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
団体コード,都道府県名,市区町村名,男,女,人,,転入者数（国内）,転入者数（国外）,転入者数（計）,出生者数,その他（計）,計（Ａ）,転出者数（国内）,転出者数（国外）,転出者数（計）,死亡者数,その他（計）,計（Ｂ）,,,,,,
205621,長野県,下高井郡木島平村,"2,271","2,398","4,669","1,809",109,15,124,20,0,144,131,10,141,100,0,241,-97,-2.04 ,-80,-1.68 ,-17,-0.36 
205630,長野県,下高井郡野沢温泉村,"1,804","1,942","3,746","1,510",160,236,396,23,6,425,161,192,353,55,1,409,16,0.43 ,-32,-0.86 ,48,1.29 
205800,長野県,上水内郡,"10,683","10,981","21,664","8,613",448,55,503,75,6,584,644,46,690,362,16,"1,068",-484,-2.19 ,-287,-1.30 ,-197,-0.89 
205834,長野県,上水内郡信濃町,"4,071","4,139","8,210","3,351",154,41,195,29,2,226,249,33,282,156,10,448,-222,-2.63 ,-127,-1.51 ,-95,-1.13 
205885,長野県,上水内郡小川村,"1,193","1,245","2,438","1,051",37,3,40,10,3,53,96,2,98,54,0,152,-99,-3.90 ,-44,-1.73 ,-55,-2.17 
205907,長野県,上水内郡飯綱町,"5,419","5,597","11,016","4,211",257,11,268,36,1,305,299,11,310,152,6,468,-163,-1.46 ,-116,-1.04 ,-47,-0.42 
206008,長野県,下水内郡,867,931,"1,798",806,39,1,40,8,0,48,62,0,62,42,0,104,-56,-3.02 ,-34,-1.83 ,-22,-1.19 
206024,長野県,下水内郡栄村,867,931,"1,798",806,39,1,40,8,0,48,62,0,62,42,0,104,-56,-3.02 ,-34,-1.83 ,-22,-1.19 
210005,岐阜県,,"990,526","1,041,964","2,032,490","832,257","62,461","14,695","77,156","13,213",951,"91,320","69,719","6,139","75,858","23,535","3,551","102,944","-11,624",-0.57 ,"-10,322",-0.50 ,"-1,302",-0.06 
212016,岐阜県,岐阜市,"195,400","213,404","408,804","181,244","12,403","3,571","15,974","2,907",304,"19,185","13,804",801,"14,605","4,600","1,076","20,281","-1,096",-0.27 ,"-1,693",-0.41 ,597,0.15 
212024,岐阜県,大垣市,"78,882","82,428","161,310","66,834","5,287",954,"6,241","1,154",59,"7,454","5,362",343,"5,705","1,718",260,"7,683",-229,-0.14 ,-564,-0.35 ,335,0.21 
212032,岐阜県,高山市,"41,818","45,777","87,595","35,771","2,090",270,"2,360",606,46,"3,012","2,519",173,"2,692","1,143",64,"3,899",-887,-1.00 ,-537,-0.61 ,-350,-0.40 
212041,岐阜県,多治見市,"53,685","56,623","110,308","47,320","3,127",514,"3,641",611,50,"4,302","3,371",461,"3,832","1,213",39,"5,084",-782,-0.70 ,-602,-0.54 ,-180,-0.16 
212059,岐阜県,関市,"43,300","44,972","88,272","35,872","2,615",596,"3,211",539,6,"3,756","2,890",304,"3,194","1,088",226,"4,508",-752,-0.84 ,-549,-0.62 ,-203,-0.23 
212067,岐阜県,中津川市,"38,291","40,013","78,304","31,163","2,098",380,"2,478",506,26,"3,010","2,291",278,"2,569",998,89,"3,656",-646,-0.82 ,-492,-0.62 ,-154,-0.20 
212075,岐阜県,美濃市,"9,856","10,605","20,461","8,144",544,90,634,91,5,730,602,92,694,280,47,"1,021",-291,-1.40 ,-189,-0.91 ,-102,-0.49 
212083,岐阜県,瑞浪市,"18,154","19,086","37,240","15,341","1,269",147,"1,416",220,32,"1,668","1,489",92,"1,581",495,57,"2,133",-465,-1.23 ,-275,-0.73 ,-190,-0.50 
212091,岐阜県,羽島市,"33,569","34,238","67,807","26,797","1,962","2,503","4,465",441,16,"4,922","4,150",127,"4,277",686,109,"5,072",-150,-0.22 ,-245,-0.36 ,95,0.14 
212105,岐阜県,恵那市,"24,309","25,512","49,821","19,889","1,312",128,"1,440",248,1,"1,689","1,395",110,"1,505",773,53,"2,331",-642,-1.27 ,-525,-1.04 ,-117,-0.23 
212113,岐阜県,美濃加茂市,"28,493","28,837","57,330","22,973","2,621",647,"3,268",457,59,"3,784","2,451",429,"2,880",506,55,"3,441",343,0.60 ,-49,-0.09 ,392,0.69 
212121,岐阜県,土岐市,"28,140","29,839","57,979","24,636","1,475",264,"1,739",339,67,"2,145","1,685",174,"1,859",772,102,"2,733",-588,-1.00 ,-433,-0.74 ,-155,-0.26 
212130,岐阜県,各務原市,"73,078","74,573","147,651","60,341","4,843",575,"5,418","1,068",40,"6,526","5,128",369,"5,497","1,425",178,"7,100",-574,-0.39 ,-357,-0.24 ,-217,-0.15 
212148,岐阜県,可児市,"50,690","51,637","102,327","42,778","3,742","1,203","4,945",744,40,"5,729","3,868",579,"4,447",925,205,"5,577",152,0.15 ,-181,-0.18 ,333,0.33 
212156,岐阜県,山県市,"13,107","13,864","26,971","10,918",549,209,758,119,9,886,763,98,861,341,69,"1,271",-385,-1.41 ,-222,-0.81 ,-163,-0.60 
212164,岐阜県,瑞穂市,"27,385","27,670","55,055","21,667","2,527",376,"2,903",533,39,"3,475","2,345",142,"2,487",413,206,"3,106",369,0.67 ,120,0.22 ,249,0.46 
212172,岐阜県,飛騨市,"11,481","12,264","23,745","8,851",399,36,435,93,1,529,608,23,631,413,12,"1,056",-527,-2.17 ,-320,-1.32 ,-207,-0.85 
212181,岐阜県,本巣市,"16,618","17,565","34,183","12,774","1,080",257,"1,337",174,20,"1,531","1,197",102,"1,299",380,81,"1,760",-229,-0.67 ,-206,-0.60 ,-23,-0.07 
212199,岐阜県,郡上市,"20,153","21,111","41,264","15,546",852,176,"1,028",215,12,"1,255","1,059",144,"1,203",666,55,"1,924",-669,-1.60 ,-451,-1.08 ,-218,-0.52 
212202,岐阜県,下呂市,"15,319","16,689","32,008","12,183",722,171,893,166,6,"1,065",934,116,"1,050",535,48,"1,633",-568,-1.74 ,-369,-1.13 ,-199,-0.61 
212211,岐阜県,海津市,"16,860","17,394","34,254","12,367",820,102,922,136,11,"1,069",892,150,"1,042",432,25,"1,499",-430,-1.24 ,-296,-0.85 ,-134,-0.39 
213004,岐阜県,羽島郡,"23,637","24,513","48,150","19,961","2,693",247,"2,940",478,16,"3,434","2,502",181,"2,683",445,114,"3,242",192,0.40 ,33,0.07 ,159,0.33 
213021,岐阜県,羽島郡岐南町,"12,908","13,015","25,923","10,917","1,579",126,"1,705",294,9,"2,008","1,416",119,"1,535",198,37,"1,770",238,0.93 ,96,0.37 ,142,0.55 
213039,岐阜県,羽島郡笠松町,"10,729","11,498","22,227","9,044","1,114",121,"1,235",184,7,"1,426","1,086",62,"1,148",247,77,"1,472",-46,-0.21 ,-63,-0.28 ,17,0.08 
213403,岐阜県,養老郡,"14,056","14,531","28,587","10,417",542,124,666,118,6,790,775,160,935,374,15,"1,324",-534,-1.83 ,-256,-0.88 ,-278,-0.95 
213411,岐阜県,養老郡養老町,"14,056","14,531","28,587","10,417",542,124,666,118,6,790,775,160,935,374,15,"1,324",-534,-1.83 ,-256,-0.88 ,-278,-0.95 
213608,岐阜県,不破郡,"16,788","17,342","34,130","13,295",882,246,"1,128",163,7,"1,298","1,066",107,"1,173",454,95,"1,722",-424,-1.23 ,-291,-0.84 ,-133,-0.38 
213616,岐阜県,不破郡垂井町,"13,384","13,746","27,130","10,562",700,222,922,141,3,"1,066",895,73,968,352,83,"1,403",-337,-1.23 ,-211,-0.77 ,-126,-0.46 
213624,岐阜県,不破郡関ケ原町,"3,404","3,596","7,000","2,733",182,24,206,22,4,232,171,34,205,102,12,319,-87,-1.23 ,-80,-1.13 ,-7,-0.10 
213802,岐阜県,安八郡,"21,630","22,188","43,818","15,835","1,299",253,"1,552",243,16,"1,811","1,494",136,"1,630",465,106,"2,201",-390,-0.88 ,-222,-0.50 ,-168,-0.38 
213811,岐阜県,安八郡神戸町,"9,405","9,778","19,183","7,056",558,135,693,99,9,801,652,45,697,226,40,963,-162,-0.84 ,-127,-0.66 ,-35,-0.18 
213829,岐阜県,安八郡輪之内町,"4,856","4,808","9,664","3,380",322,55,377,61,4,442,381,63,444,83,38,565,-123,-1.26 ,-22,-0.22 ,-101,-1.03 
213837,岐阜県,安八郡安八町,"7,369","7,602","14,971","5,399",419,63,482,83,3,568,461,28,489,156,28,673,-105,-0.70 ,-73,-0.48 ,-32,-0.21 
214001,岐阜県,揖斐郡,"33,012","34,581","67,593","24,645","1,552",268,"1,820",330,22,"2,172","1,889",197,"2,086",852,66,"3,004",-832,-1.22 ,-522,-0.76 ,-310,-0.45 
214019,岐阜県,揖斐郡揖斐川町,"10,020","10,842","20,862","8,074",421,55,476,77,9,562,536,52,588,375,11,974,-412,-1.94 ,-298,-1.40 ,-114,-0.54 
214035,岐阜県,揖斐郡大野町,"11,270","11,682","22,952","8,170",548,87,635,140,11,786,687,44,731,218,24,973,-187,-0.81 ,-78,-0.34 ,-109,-0.47 
214043,岐阜県,揖斐郡池田町,"11,722","12,057","23,779","8,401",583,126,709,113,2,824,666,101,767,259,31,"1,057",-233,-0.97 ,-146,-0.61 ,-87,-0.36 
214205,岐阜県,本巣郡,"8,827","9,601","18,428","7,564",928,59,987,112,6,"1,105",855,56,911,170,38,"1,119",-14,-0.08 ,-58,-0.31 ,44,0.24 
214213,岐阜県,本巣郡北方町,"8,827","9,601","18,428","7,564",928,59,987,112,6,"1,105",855,56,911,170,38,"1,119",-14,-0.08 ,-58,-0.31 ,44,0.24 
215007,岐阜県,加茂郡,"24,029","25,110","49,139","19,061","1,492",262,"1,754",272,26,"2,052","1,671",122,"1,793",735,55,"2,583",-531,-1.07 ,-463,-0.93 ,-68,-0.14 
215015,岐阜県,加茂郡坂祝町,"4,311","3,980","8,291","3,394",448,55,503,68,0,571,403,48,451,78,4,533,38,0.46 ,-10,-0.12 ,48,0.58 
215023,岐阜県,加茂郡富加町,"2,811","2,958","5,769","2,029",213,23,236,50,7,293,158,24,182,48,8,238,55,0.96 ,2,0.04 ,53,0.93 
215031,岐阜県,加茂郡川辺町,"5,030","5,192","10,222","3,911",324,110,434,67,3,504,419,16,435,134,17,586,-82,-0.80 ,-67,-0.65 ,-15,-0.15 
215040,岐阜県,加茂郡七宗町,"1,761","1,960","3,721","1,438",85,35,120,18,12,150,146,6,152,73,3,228,-78,-2.05 ,-55,-1.45 ,-23,-0.61 
215058,岐阜県,加茂郡八百津町,"5,271","5,618","10,889","4,325",249,18,267,36,4,307,246,14,260,187,5,452,-145,-1.31 ,-151,-1.37 ,6,0.05 
215066,岐阜県,加茂郡白川町,"3,790","4,243","8,033","3,130",143,16,159,23,0,182,231,13,244,179,15,438,-256,-3.09 ,-156,-1.88 ,-100,-1.21 
215074,岐阜県,加茂郡東白川村,"1,055","1,159","2,214",834,30,5,35,10,0,45,68,1,69,36,3,108,-63,-2.77 ,-26,-1.14 ,-37,-1.62 
215201,岐阜県,可児郡,"9,177","9,171","18,348","7,470",670,57,727,111,3,841,570,72,642,219,3,864,-23,-0.13 ,-108,-0.59 ,85,0.46 
215210,岐阜県,可児郡御嵩町,"9,177","9,171","18,348","7,470",670,57,727,111,3,841,570,72,642,219,3,864,-23,-0.13 ,-108,-0.59 ,85,0.46 
216003,岐阜県,大野郡,782,826,"1,608",600,66,10,76,19,0,95,94,1,95,19,3,117,-22,-1.35 ,0,0.00 ,-22,-1.35 
216046,岐阜県,大野郡白川村,782,826,"1,608",600,66,10,76,19,0,95,94,1,95,19,3,117,-22,-1.35 ,0,0.00 ,-22,-1.35 
220001,静岡県,,"1,833,956","1,874,600","3,708,556","1,600,309","131,522","20,151","151,673","24,292","1,189","177,154","138,331","11,233","149,564","42,268","3,303","195,135","-17,981",-0.48 ,"-17,976",-0.48 ,-5,-0.00 
221007,静岡県,静岡市,"340,696","357,579","698,275","317,923","24,026","2,759","26,785","4,434",201,"31,420","25,348","1,515","26,863","8,251",426,"35,540","-4,120",-0.59 ,"-3,817",-0.54 ,-303,-0.04 
221015,静岡県,静岡市葵区,"122,010","130,700","252,710","115,793","8,875",626,"9,501","1,599",62,"11,162","8,914",449,"9,363","3,034",14,"12,411","-1,249",-0.49 ,"-1,435",-0.57 ,186,0.07 
221023,静岡県,静岡市駿河区,"103,876","106,179","210,055","97,835","9,231","1,286","10,517","1,595",71,"12,183","9,999",528,"10,527","2,218",235,"12,980",-797,-0.38 ,-623,-0.30 ,-174,-0.08 
221031,静岡県,静岡市清水区,"114,810","120,700","235,510","104,295","5,920",847,"6,767","1,240",68,"8,075","6,435",538,"6,973","2,999",177,"10,149","-2,074",-0.87 ,"-1,759",-0.74 ,-315,-0.13 
221309,静岡県,浜松市,"399,756","402,771","802,527","341,385","33,309","4,991","38,300","5,791",189,"44,280","34,916","2,735","37,651","8,450",432,"46,533","-2,253",-0.28 ,"-2,659",-0.33 ,406,0.05 
221317,静岡県,浜松市中区,"117,813","119,531","237,344","111,488","12,040","1,449","13,489","1,774",56,"15,319","12,006","1,142","13,148","2,479",142,"15,769",-450,-0.19 ,-705,-0.30 ,255,0.11 
221325,静岡県,浜松市東区,"65,442","65,169","130,611","54,861","5,736",441,"6,177","1,079",40,"7,296","5,639",388,"6,027","1,175",38,"7,240",56,0.04 ,-96,-0.07 ,152,0.12 
221333,静岡県,浜松市西区,"54,886","55,406","110,292","44,199","3,773",899,"4,672",708,22,"5,402","4,821",346,"5,167","1,191",69,"6,427","-1,025",-0.92 ,-483,-0.43 ,-542,-0.49 
221341,静岡県,浜松市南区,"51,769","50,976","102,745","43,696","4,283",819,"5,102",799,33,"5,934","4,966",338,"5,304",990,54,"6,348",-414,-0.40 ,-191,-0.19 ,-223,-0.22 
221350,静岡県,浜松市北区,"46,450","47,212","93,662","37,288","3,472",793,"4,265",599,14,"4,878","3,552",233,"3,785","1,138",71,"4,994",-116,-0.12 ,-539,-0.57 ,423,0.45 
221368,静岡県,浜松市浜北区,"49,761","49,953","99,714","37,509","3,320",538,"3,858",734,21,"4,613","3,007",266,"3,273",928,30,"4,231",382,0.38 ,-194,-0.20 ,576,0.58 
221376,静岡県,浜松市天竜区,"13,635","14,524","28,159","12,344",685,52,737,98,3,838,925,22,947,549,28,"1,524",-686,-2.38 ,-451,-1.56 ,-235,-0.81 
222038,静岡県,沼津市,"96,249","98,620","194,869","92,306","6,737","1,130","7,867","1,059",121,"9,047","7,008",374,"7,382","2,484",298,"10,164","-1,117",-0.57 ,"-1,425",-0.73 ,308,0.16 
222054,静岡県,熱海市,"16,602","20,005","36,607","21,517","2,035",216,"2,251",109,5,"2,365","1,926",157,"2,083",712,5,"2,800",-435,-1.17 ,-603,-1.63 ,168,0.45 
222062,静岡県,三島市,"53,523","55,922","109,445","49,250","3,835",441,"4,276",682,57,"5,015","4,355",293,"4,648","1,202",72,"5,922",-907,-0.82 ,-520,-0.47 ,-387,-0.35 
222071,静岡県,富士宮市,"65,617","66,682","132,299","56,942","3,627",657,"4,284",832,45,"5,161","3,933",264,"4,197","1,478",148,"5,823",-662,-0.50 ,-646,-0.49 ,-16,-0.01 
222089,静岡県,伊東市,"32,388","36,099","68,487","35,393","2,235",230,"2,465",270,26,"2,761","2,268",115,"2,383","1,092",14,"3,489",-728,-1.05 ,-822,-1.19 ,94,0.14 
222097,静岡県,島田市,"48,119","50,163","98,282","38,186","2,400",253,"2,653",654,29,"3,336","2,325",253,"2,578","1,209",24,"3,811",-475,-0.48 ,-555,-0.56 ,80,0.08 
222101,静岡県,富士市,"125,489","127,865","253,354","107,109","6,708",876,"7,584","1,648",48,"9,280","6,493",717,"7,210","2,629",197,"10,036",-756,-0.30 ,-981,-0.39 ,225,0.09 
222119,静岡県,磐田市,"85,969","83,849","169,818","68,501","5,441","1,820","7,261","1,138",21,"8,420","5,531",916,"6,447","1,728",465,"8,640",-220,-0.13 ,-590,-0.35 ,370,0.22 
222127,静岡県,焼津市,"68,692","70,743","139,435","57,785","3,883",755,"4,638",921,58,"5,617","3,866",517,"4,383","1,619",56,"6,058",-441,-0.32 ,-698,-0.50 ,257,0.18 
222135,静岡県,掛川市,"59,028","58,776","117,804","45,535","4,053",734,"4,787",910,33,"5,730","3,933",413,"4,346","1,237",274,"5,857",-127,-0.11 ,-327,-0.28 ,200,0.17 
222143,静岡県,藤枝市,"70,732","73,930","144,662","59,674","4,104",413,"4,517",925,31,"5,473","4,315",380,"4,695","1,589",77,"6,361",-888,-0.61 ,-664,-0.46 ,-224,-0.15 
222151,静岡県,御殿場市,"45,207","43,045","88,252","37,555","4,251",455,"4,706",638,58,"5,402","4,856",231,"5,087",819,100,"6,006",-604,-0.68 ,-181,-0.20 ,-423,-0.48 
222160,静岡県,袋井市,"44,935","43,586","88,521","35,094","3,381",785,"4,166",778,46,"4,990","3,383",386,"3,769",785,149,"4,703",287,0.33 ,-7,-0.01 ,294,0.33 
222194,静岡県,下田市,"10,230","11,000","21,230","10,747",666,65,731,78,3,812,918,51,969,359,2,"1,330",-518,-2.38 ,-281,-1.29 ,-237,-1.09 
222208,静岡県,裾野市,"26,206","25,346","51,552","21,669","2,094",359,"2,453",391,8,"2,852","2,570",154,"2,724",492,85,"3,301",-449,-0.86 ,-101,-0.19 ,-348,-0.67 
222216,静岡県,湖西市,"30,567","29,089","59,656","24,331","2,512",646,"3,158",356,24,"3,538","2,554",278,"2,832",617,111,"3,560",-22,-0.04 ,-261,-0.44 ,239,0.40 
222224,静岡県,伊豆市,"14,591","15,769","30,360","13,459",948,81,"1,029",113,12,"1,154","1,155",75,"1,230",513,3,"1,746",-592,-1.91 ,-400,-1.29 ,-192,-0.62 
222232,静岡県,御前崎市,"16,399","15,906","32,305","12,091",910,119,"1,029",195,8,"1,232","1,158",85,"1,243",381,36,"1,660",-428,-1.31 ,-186,-0.57 ,-242,-0.74 
222241,静岡県,菊川市,"24,471","24,127","48,598","18,100","1,998",457,"2,455",398,19,"2,872","1,699",305,"2,004",460,85,"2,549",323,0.67 ,-62,-0.13 ,385,0.80 
222259,静岡県,伊豆の国市,"23,424","25,052","48,476","21,269","1,635",73,"1,708",266,22,"1,996","1,664",61,"1,725",624,31,"2,380",-384,-0.79 ,-358,-0.73 ,-26,-0.05 
222267,静岡県,牧之原市,"22,689","22,934","45,623","17,050","1,418",646,"2,064",239,16,"2,319","1,773",253,"2,026",591,69,"2,686",-367,-0.80 ,-352,-0.77 ,-15,-0.03 
223000,静岡県,賀茂郡,"19,946","21,744","41,690","20,195","1,244",133,"1,377",151,21,"1,549","1,415",138,"1,553",827,16,"2,396",-847,-1.99 ,-676,-1.59 ,-171,-0.40 
223018,静岡県,賀茂郡東伊豆町,"5,784","6,302","12,086","6,255",488,87,575,41,11,627,515,77,592,216,10,818,-191,-1.56 ,-175,-1.43 ,-16,-0.13 
223026,静岡県,賀茂郡河津町,"3,482","3,707","7,189","3,340",241,11,252,36,3,291,233,9,242,146,1,389,-98,-1.34 ,-110,-1.51 ,12,0.16 
223042,静岡県,賀茂郡南伊豆町,"3,902","4,265","8,167","3,883",211,6,217,33,4,254,245,3,248,158,2,408,-154,-1.85 ,-125,-1.50 ,-29,-0.35 
223051,静岡県,賀茂郡松崎町,"3,095","3,412","6,507","2,960",122,10,132,20,3,155,214,6,220,125,1,346,-191,-2.85 ,-105,-1.57 ,-86,-1.28 
223069,静岡県,賀茂郡西伊豆町,"3,683","4,058","7,741","3,757",182,19,201,21,0,222,208,43,251,182,2,435,-213,-2.68 ,-161,-2.02 ,-52,-0.65 
223204,静岡県,田方郡,"18,547","19,192","37,739","16,387","1,413",271,"1,684",251,6,"1,941","1,467",75,"1,542",414,4,"1,960",-19,-0.05 ,-163,-0.43 ,144,0.38 
223255,静岡県,田方郡函南町,"18,547","19,192","37,739","16,387","1,413",271,"1,684",251,6,"1,941","1,467",75,"1,542",414,4,"1,960",-19,-0.05 ,-163,-0.43 ,144,0.38 
223409,静岡県,駿東郡,"46,760","47,434","94,194","39,866","4,799",393,"5,192",746,38,"5,976","5,467",229,"5,696",967,54,"6,717",-741,-0.78 ,-221,-0.23 ,-520,-0.55 
223417,静岡県,駿東郡清水町,"15,755","16,532","32,287","14,048","1,431",191,"1,622",222,22,"1,866","1,722",91,"1,813",327,35,"2,175",-309,-0.95 ,-105,-0.32 ,-204,-0.63 
223425,静岡県,駿東郡長泉町,"21,658","21,943","43,601","18,308","2,332",143,"2,475",424,16,"2,915","2,373",95,"2,468",387,17,"2,872",43,0.10 ,37,0.08 ,6,0.01 
223441,静岡県,駿東郡小山町,"9,347","8,959","18,306","7,510","1,036",59,"1,095",100,0,"1,195","1,372",43,"1,415",253,2,"1,670",-475,-2.53 ,-153,-0.81 ,-322,-1.71 
224201,静岡県,榛原郡,"18,024","18,229","36,253","14,347","1,369",334,"1,703",226,28,"1,957","1,522",182,"1,704",485,62,"2,251",-294,-0.80 ,-259,-0.71 ,-35,-0.10 
224243,静岡県,榛原郡吉田町,"14,773","14,831","29,604","11,478","1,204",319,"1,523",212,21,"1,756","1,294",167,"1,461",315,60,"1,836",-80,-0.27 ,-103,-0.35 ,23,0.08 
224294,静岡県,榛原郡川根本町,"3,251","3,398","6,649","2,869",165,15,180,14,7,201,228,15,243,170,2,415,-214,-3.12 ,-156,-2.27 ,-58,-0.85 
224600,静岡県,周智郡,"9,100","9,143","18,243","6,643",491,59,550,93,16,659,513,81,594,254,8,856,-197,-1.07 ,-161,-0.87 ,-36,-0.20 
224618,静岡県,周智郡森町,"9,100","9,143","18,243","6,643",491,59,550,93,16,659,513,81,594,254,8,856,-197,-1.07 ,-161,-0.87 ,-36,-0.20 
230006,愛知県,,"3,798,329","3,777,201","7,575,530","3,343,924","348,141","64,864","413,005","59,394","4,810","477,209","351,448","31,411","382,859","70,400","13,729","466,988","10,221",0.14 ,"-11,006",-0.15 ,"21,227",0.28 
231002,愛知県,名古屋市,"1,138,772","1,162,867","2,301,639","1,128,267","148,926","21,286","170,212","18,379","2,189","190,780","145,605","8,885","154,490","23,087","5,926","183,503","7,277",0.32 ,"-4,708",-0.21 ,"11,985",0.52 
231011,愛知県,名古屋市千種区,"76,822","82,927","159,749","81,478","12,192","1,640","13,832","1,142",133,"15,107","12,016",952,"12,968","1,524",641,"15,133",-26,-0.02 ,-382,-0.24 ,356,0.22 
231029,愛知県,名古屋市東区,"38,355","41,880","80,235","43,139","8,642","1,062","9,704",726,76,"10,506","6,754",334,"7,088",743,297,"8,128","2,378",3.05 ,-17,-0.02 ,"2,395",3.08 
231037,愛知県,名古屋市北区,"79,427","83,806","163,233","82,071","9,268",780,"10,048","1,199",137,"11,384","9,026",371,"9,397","1,884",236,"11,517",-133,-0.08 ,-685,-0.42 ,552,0.34 
231045,愛知県,名古屋市西区,"73,482","73,859","147,341","73,086","9,422",794,"10,216","1,226",121,"11,563","8,872",461,"9,333","1,560",343,"11,236",327,0.22 ,-334,-0.23 ,661,0.45 
231053,愛知県,名古屋市中村区,"68,308","66,372","134,680","74,874","10,766","2,547","13,313","1,061",146,"14,520","11,863",461,"12,324","1,676",584,"14,584",-64,-0.05 ,-615,-0.46 ,551,0.41 
231061,愛知県,名古屋市中区,"44,610","44,073","88,683","58,613","12,489","2,254","14,743",740,212,"15,695","11,463",694,"12,157",694,814,"13,665","2,030",2.34 ,46,0.05 ,"1,984",2.29 
231070,愛知県,名古屋市昭和区,"51,486","53,800","105,286","54,038","8,664","1,819","10,483",886,85,"11,454","8,113",959,"9,072","1,089",499,"10,660",794,0.76 ,-203,-0.19 ,997,0.95 
231088,愛知県,名古屋市瑞穂区,"52,010","55,559","107,569","51,509","6,668",429,"7,097",861,73,"8,031","6,174",324,"6,498","1,074",95,"7,667",364,0.34 ,-213,-0.20 ,577,0.54 
231096,愛知県,名古屋市熱田区,"32,514","32,829","65,343","33,216","5,094",590,"5,684",462,40,"6,186","4,649",309,"4,958",749,146,"5,853",333,0.51 ,-287,-0.44 ,620,0.95 
231100,愛知県,名古屋市中川区,"109,827","110,400","220,227","104,663","12,242","1,449","13,691","1,797",210,"15,698","12,280",447,"12,727","2,295",430,"15,452",246,0.11 ,-498,-0.23 ,744,0.34 
231118,愛知県,名古屋市港区,"73,556","71,964","145,520","69,335","7,010","1,013","8,023",953,189,"9,165","6,533",524,"7,057","1,697",525,"9,279",-114,-0.08 ,-744,-0.51 ,630,0.43 
231126,愛知県,名古屋市南区,"69,754","66,899","136,653","68,134","6,996","3,049","10,045",948,168,"11,161","9,298",389,"9,687","1,709",341,"11,737",-576,-0.42 ,-761,-0.55 ,185,0.13 
231134,愛知県,名古屋市守山区,"87,268","88,834","176,102","79,272","9,146",535,"9,681","1,466",159,"11,306","7,964",413,"8,377","1,674",209,"10,260","1,046",0.60 ,-208,-0.12 ,"1,254",0.72 
231142,愛知県,名古屋市緑区,"123,805","125,791","249,596","105,401","10,669","1,583","12,252","2,244",145,"14,641","10,545",874,"11,419","1,985",274,"13,678",963,0.39 ,259,0.10 ,704,0.28 
231151,愛知県,名古屋市名東区,"78,697","84,079","162,776","74,665","10,417","1,047","11,464","1,331",194,"12,989","10,951",761,"11,712","1,346",246,"13,304",-315,-0.19 ,-15,-0.01 ,-300,-0.18 
231169,愛知県,名古屋市天白区,"78,851","79,795","158,646","74,773","9,241",695,"9,936","1,337",101,"11,374","9,104",612,"9,716","1,388",246,"11,350",24,0.02 ,-51,-0.03 ,75,0.05 
232017,愛知県,豊橋市,"189,659","187,770","377,429","160,582","10,110","5,405","15,515","2,764",266,"18,545","12,764","1,367","14,131","3,605",683,"18,419",126,0.03 ,-841,-0.22 ,967,0.26 
232025,愛知県,岡崎市,"196,921","190,870","387,791","164,031","13,254","3,313","16,567","3,181",185,"19,933","14,624","1,763","16,387","3,158",439,"19,984",-51,-0.01 ,23,0.01 ,-74,-0.02 
232033,愛知県,一宮市,"188,315","196,913","385,228","161,918","10,574","1,941","12,515","2,731",115,"15,361","10,487",933,"11,420","3,850",472,"15,742",-381,-0.10 ,"-1,119",-0.29 ,738,0.19 
232041,愛知県,瀬戸市,"63,797","65,730","129,527","56,455","4,034",795,"4,829",794,86,"5,709","4,009",501,"4,510","1,367",59,"5,936",-227,-0.17 ,-573,-0.44 ,346,0.27 
232050,愛知県,半田市,"60,691","59,387","120,078","51,993","4,701",896,"5,597",884,62,"6,543","4,674",441,"5,115","1,118",129,"6,362",181,0.15 ,-234,-0.20 ,415,0.35 
232068,愛知県,春日井市,"154,871","156,467","311,338","137,340","10,837","1,511","12,348","2,494",151,"14,993","11,655",775,"12,430","2,782",450,"15,662",-669,-0.21 ,-288,-0.09 ,-381,-0.12 
232076,愛知県,豊川市,"93,275","93,527","186,802","77,473","6,270",860,"7,130","1,405",72,"8,607","5,509",545,"6,054","1,873",332,"8,259",348,0.19 ,-468,-0.25 ,816,0.44 
232084,愛知県,津島市,"30,785","31,561","62,346","26,542","2,198",379,"2,577",272,29,"2,878","2,301",240,"2,541",665,60,"3,266",-388,-0.62 ,-393,-0.63 ,5,0.01 
232092,愛知県,碧南市,"37,700","35,577","73,277","29,224","3,156",592,"3,748",571,8,"4,327","2,878",305,"3,183",704,246,"4,133",194,0.27 ,-133,-0.18 ,327,0.45 
232106,愛知県,刈谷市,"79,972","72,693","152,665","66,800","8,560","1,291","9,851","1,496",53,"11,400","8,205",867,"9,072","1,117",324,"10,513",887,0.58 ,379,0.25 ,508,0.33 
232114,愛知県,豊田市,"221,931","203,214","425,145","182,193","14,955","4,234","19,189","3,393",139,"22,721","16,288","3,371","19,659","3,206",466,"23,331",-610,-0.14 ,187,0.04 ,-797,-0.19 
