令和2年1月1日住民基本台帳人口・世帯数、令和元年（平成31年1月1日から令和元年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,（単位：人、世帯、％）
団体コード,都道府県名,市区町村名,令和2年,,,,令和元年,,,,,,,,,,,,,,,,,
,,,人口,,,世帯数,住民票記載数,,,,,,住民票消除数,,,,,,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
団体コード,都道府県名,市区町村名,男,女,人,,転入者数（国内）,転入者数（国外）,転入者数（計）,出生者数,その他（計）,計（Ａ）,転出者数（国内）,転出者数（国外）,転出者数（計）,死亡者数,その他（計）,計（Ｂ）,,,,,,
024058,青森県,上北郡六戸町,"5,377","5,656","11,033","4,502",374,16,390,79,4,473,284,22,306,154,13,473,0,0.00 ,-75,-0.68 ,75,0.68 
024066,青森県,上北郡横浜町,"2,209","2,230","4,439","2,084",120,5,125,17,0,142,159,3,162,90,17,269,-127,-2.78 ,-73,-1.60 ,-54,-1.18 
024082,青森県,上北郡東北町,"8,424","9,007","17,431","7,260",224,203,427,94,2,523,240,272,512,279,5,796,-273,-1.54 ,-185,-1.04 ,-88,-0.50 
024112,青森県,上北郡六ヶ所村,"5,519","4,746","10,265","4,881",409,24,433,69,3,505,481,15,496,122,13,631,-126,-1.21 ,-53,-0.51 ,-73,-0.70 
024121,青森県,上北郡おいらせ町,"12,217","13,076","25,293","10,414","1,034",62,"1,096",200,4,"1,300",883,52,935,280,6,"1,221",79,0.31 ,-80,-0.32 ,159,0.63 
024201,青森県,下北郡,"7,864","7,518","15,382","7,227",387,4,391,59,17,467,579,4,583,311,0,894,-427,-2.70 ,-252,-1.59 ,-175,-1.11 
024236,青森県,下北郡大間町,"2,704","2,533","5,237","2,526",144,1,145,19,10,174,214,2,216,87,0,303,-129,-2.40 ,-68,-1.27 ,-61,-1.14 
024244,青森県,下北郡東通村,"3,275","3,055","6,330","2,836",184,1,185,27,4,216,245,0,245,123,0,368,-152,-2.34 ,-96,-1.48 ,-56,-0.86 
024252,青森県,下北郡風間浦村,904,951,"1,855",921,33,1,34,3,0,37,51,1,52,49,0,101,-64,-3.34 ,-46,-2.40 ,-18,-0.94 
024261,青森県,下北郡佐井村,981,979,"1,960",944,26,1,27,10,3,40,69,1,70,52,0,122,-82,-4.02 ,-42,-2.06 ,-40,-1.96 
024406,青森県,三戸郡,"32,020","33,982","66,002","27,773","1,412",51,"1,463",259,2,"1,724","1,822",37,"1,859","1,141",7,"3,007","-1,283",-1.91 ,-882,-1.31 ,-401,-0.60 
024414,青森県,三戸郡三戸町,"4,763","5,132","9,895","4,276",227,11,238,38,0,276,290,8,298,181,3,482,-206,-2.04 ,-143,-1.42 ,-63,-0.62 
024422,青森県,三戸郡五戸町,"8,217","8,801","17,018","7,019",316,13,329,76,1,406,399,8,407,287,0,694,-288,-1.66 ,-211,-1.22 ,-77,-0.44 
024431,青森県,三戸郡田子町,"2,619","2,775","5,394","2,143",76,2,78,24,0,102,135,1,136,111,1,248,-146,-2.64 ,-87,-1.57 ,-59,-1.06 
024457,青森県,三戸郡南部町,"8,494","9,376","17,870","7,438",356,14,370,65,0,435,480,16,496,323,0,819,-384,-2.10 ,-258,-1.41 ,-126,-0.69 
024465,青森県,三戸郡階上町,"6,734","6,670","13,404","5,973",404,11,415,49,1,465,461,4,465,185,3,653,-188,-1.38 ,-136,-1.00 ,-52,-0.38 
024503,青森県,三戸郡新郷村,"1,193","1,228","2,421",924,33,0,33,7,0,40,57,0,57,54,0,111,-71,-2.85 ,-47,-1.89 ,-24,-0.96 
030007,岩手県,,"594,846","640,671","1,235,517","528,691","36,229","2,650","38,879","7,006",245,"46,130","40,900","1,392","42,292","17,849",614,"60,755","-14,625",-1.17 ,"-10,843",-0.87 ,"-3,782",-0.30 
032018,岩手県,盛岡市,"136,252","152,218","288,470","136,123","11,125",515,"11,640","2,014",58,"13,712","11,817",305,"12,122","3,123",133,"15,378","-1,666",-0.57 ,"-1,109",-0.38 ,-557,-0.19 
032026,岩手県,宮古市,"24,883","26,861","51,744","23,654","1,254",43,"1,297",288,7,"1,592","1,801",63,"1,864",933,24,"2,821","-1,229",-2.32 ,-645,-1.22 ,-584,-1.10 
032034,岩手県,大船渡市,"17,100","18,749","35,849","14,949",832,445,"1,277",176,7,"1,460","1,521",27,"1,548",651,67,"2,266",-806,-2.20 ,-475,-1.30 ,-331,-0.90 
032051,岩手県,花巻市,"45,437","49,798","95,235","37,774","2,406",209,"2,615",507,36,"3,158","2,377",109,"2,486","1,419",18,"3,923",-765,-0.80 ,-912,-0.95 ,147,0.15 
032069,岩手県,北上市,"45,826","46,720","92,546","38,624","3,513",146,"3,659",625,17,"4,301","3,212",123,"3,335","1,145",17,"4,497",-196,-0.21 ,-520,-0.56 ,324,0.35 
032077,岩手県,久慈市,"16,783","17,913","34,696","15,723",947,35,982,178,18,"1,178","1,118",42,"1,160",501,20,"1,681",-503,-1.43 ,-323,-0.92 ,-180,-0.51 
032085,岩手県,遠野市,"12,795","13,760","26,555","10,741",497,31,528,125,3,656,700,25,725,528,9,"1,262",-606,-2.23 ,-403,-1.48 ,-203,-0.75 
032093,岩手県,一関市,"55,972","59,454","115,426","46,293","2,211",223,"2,434",549,19,"3,002","2,957",121,"3,078","1,954",74,"5,106","-2,104",-1.79 ,"-1,405",-1.20 ,-699,-0.59 
032107,岩手県,陸前高田市,"9,158","9,773","18,931","7,618",490,23,513,84,2,599,515,18,533,320,16,869,-270,-1.41 ,-236,-1.23 ,-34,-0.18 
032115,岩手県,釜石市,"15,677","17,300","32,977","16,319",937,57,994,155,8,"1,157","1,310",55,"1,365",641,11,"2,017",-860,-2.54 ,-486,-1.44 ,-374,-1.11 
032131,岩手県,二戸市,"12,580","13,996","26,576","11,835",685,19,704,118,4,826,837,24,861,466,10,"1,337",-511,-1.89 ,-348,-1.28 ,-163,-0.60 
032140,岩手県,八幡平市,"12,225","13,051","25,276","10,536",513,71,584,109,0,693,748,56,804,478,11,"1,293",-600,-2.32 ,-369,-1.43 ,-231,-0.89 
032158,岩手県,奥州市,"56,383","59,699","116,082","45,595","2,442",122,"2,564",619,22,"3,205","2,642",112,"2,754","1,709",20,"4,483","-1,278",-1.09 ,"-1,090",-0.93 ,-188,-0.16 
032166,岩手県,滝沢市,"27,324","28,124","55,448","23,264","2,531",438,"2,969",392,7,"3,368","2,663",59,"2,722",471,15,"3,208",160,0.29 ,-79,-0.14 ,239,0.43 
033006,岩手県,岩手郡,"17,205","18,334","35,539","14,507",700,45,745,146,3,894,"1,028",49,"1,077",612,31,"1,720",-826,-2.27 ,-466,-1.28 ,-360,-0.99 
033014,岩手県,岩手郡雫石町,"7,843","8,542","16,385","6,347",309,23,332,71,2,405,451,10,461,253,14,728,-323,-1.93 ,-182,-1.09 ,-141,-0.84 
033022,岩手県,岩手郡葛巻町,"2,943","3,074","6,017","2,712",108,1,109,21,1,131,172,2,174,142,1,317,-186,-3.00 ,-121,-1.95 ,-65,-1.05 
033031,岩手県,岩手郡岩手町,"6,419","6,718","13,137","5,448",283,21,304,54,0,358,405,37,442,217,16,675,-317,-2.36 ,-163,-1.21 ,-154,-1.14 
033201,岩手県,紫波郡,"28,969","31,522","60,491","22,952","2,343",68,"2,411",378,15,"2,804","2,066",44,"2,110",656,8,"2,774",30,0.05 ,-278,-0.46 ,308,0.51 
033219,岩手県,紫波郡紫波町,"15,894","17,220","33,114","12,263","1,106",53,"1,159",187,9,"1,355",975,26,"1,001",378,4,"1,383",-28,-0.08 ,-191,-0.58 ,163,0.49 
033227,岩手県,紫波郡矢巾町,"13,075","14,302","27,377","10,689","1,237",15,"1,252",191,6,"1,449","1,091",18,"1,109",278,4,"1,391",58,0.21 ,-87,-0.32 ,145,0.53 
033600,岩手県,和賀郡,"2,585","2,952","5,537","2,299",86,6,92,13,1,106,138,4,142,105,3,250,-144,-2.53 ,-92,-1.62 ,-52,-0.92 
033669,岩手県,和賀郡西和賀町,"2,585","2,952","5,537","2,299",86,6,92,13,1,106,138,4,142,105,3,250,-144,-2.53 ,-92,-1.62 ,-52,-0.92 
033804,岩手県,胆沢郡,"7,960","7,662","15,622","6,114",659,20,679,100,1,780,534,21,555,225,22,802,-22,-0.14 ,-125,-0.80 ,103,0.66 
033812,岩手県,胆沢郡金ケ崎町,"7,960","7,662","15,622","6,114",659,20,679,100,1,780,534,21,555,225,22,802,-22,-0.14 ,-125,-0.80 ,103,0.66 
034002,岩手県,西磐井郡,"3,626","3,859","7,485","2,614",145,4,149,34,2,185,210,10,220,122,1,343,-158,-2.07 ,-88,-1.15 ,-70,-0.92 
034029,岩手県,西磐井郡平泉町,"3,626","3,859","7,485","2,614",145,4,149,34,2,185,210,10,220,122,1,343,-158,-2.07 ,-88,-1.15 ,-70,-0.92 
034401,岩手県,気仙郡,"2,620","2,764","5,384","2,152",119,29,148,26,0,174,150,10,160,113,32,305,-131,-2.38 ,-87,-1.58 ,-44,-0.80 
034410,岩手県,気仙郡住田町,"2,620","2,764","5,384","2,152",119,29,148,26,0,174,150,10,160,113,32,305,-131,-2.38 ,-87,-1.58 ,-44,-0.80 
034606,岩手県,上閉伊郡,"5,583","6,080","11,663","5,323",291,15,306,61,1,368,400,12,412,214,4,630,-262,-2.20 ,-153,-1.28 ,-109,-0.91 
034614,岩手県,上閉伊郡大槌町,"5,583","6,080","11,663","5,323",291,15,306,61,1,368,400,12,412,214,4,630,-262,-2.20 ,-153,-1.28 ,-109,-0.91 
034801,岩手県,下閉伊郡,"14,917","15,512","30,429","13,542",671,16,687,130,9,826,978,38,"1,016",587,17,"1,620",-794,-2.54 ,-457,-1.46 ,-337,-1.08 
034827,岩手県,下閉伊郡山田町,"7,480","7,850","15,330","6,582",357,6,363,61,1,425,472,14,486,268,6,760,-335,-2.14 ,-207,-1.32 ,-128,-0.82 
034835,岩手県,下閉伊郡岩泉町,"4,472","4,686","9,158","4,416",218,3,221,48,8,277,307,10,317,201,8,526,-249,-2.65 ,-153,-1.63 ,-96,-1.02 
034843,岩手県,下閉伊郡田野畑村,"1,653","1,660","3,313","1,414",53,7,60,10,0,70,104,10,114,71,2,187,-117,-3.41 ,-61,-1.78 ,-56,-1.63 
034851,岩手県,下閉伊郡普代村,"1,312","1,316","2,628","1,130",43,0,43,11,0,54,95,4,99,47,1,147,-93,-3.42 ,-36,-1.32 ,-57,-2.09 
035009,岩手県,九戸郡,"17,107","18,239","35,346","14,456",621,48,669,136,3,808,856,25,881,615,36,"1,532",-724,-2.01 ,-479,-1.33 ,-245,-0.68 
035017,岩手県,九戸郡軽米町,"4,396","4,588","8,984","3,777",140,17,157,32,1,190,211,6,217,167,15,399,-209,-2.27 ,-135,-1.47 ,-74,-0.80 
035033,岩手県,九戸郡野田村,"2,024","2,196","4,220","1,660",108,1,109,20,0,129,91,2,93,67,0,160,-31,-0.73 ,-47,-1.11 ,16,0.38 
035068,岩手県,九戸郡九戸村,"2,736","2,970","5,706","2,176",86,11,97,26,1,124,111,0,111,99,10,220,-96,-1.65 ,-73,-1.26 ,-23,-0.40 
035076,岩手県,九戸郡洋野町,"7,951","8,485","16,436","6,843",287,19,306,58,1,365,443,17,460,282,11,753,-388,-2.31 ,-224,-1.33 ,-164,-0.97 
035203,岩手県,二戸郡,"5,879","6,331","12,210","5,684",211,22,233,43,2,278,322,40,362,261,15,638,-360,-2.86 ,-218,-1.73 ,-142,-1.13 
035246,岩手県,二戸郡一戸町,"5,879","6,331","12,210","5,684",211,22,233,43,2,278,322,40,362,261,15,638,-360,-2.86 ,-218,-1.73 ,-142,-1.13 
040002,宮城県,,"1,117,911","1,174,474","2,292,385","1,006,676","102,631","6,195","108,826","15,058","1,090","124,974","105,235","3,481","108,716","25,232","1,739","135,687","-10,713",-0.47 ,"-10,174",-0.44 ,-539,-0.02 
041009,宮城県,仙台市,"515,236","548,824","1,064,060","517,251","63,851","4,024","67,875","7,861",658,"76,394","62,875","1,937","64,812","9,131",976,"74,919","1,475",0.14 ,"-1,270",-0.12 ,"2,745",0.26 
041017,宮城県,仙台市青葉区,"140,504","152,494","292,998","152,698","18,271","2,400","20,671","1,905",232,"22,808","18,688",955,"19,643","2,604",460,"22,707",101,0.03 ,-699,-0.24 ,800,0.27 
041025,宮城県,仙台市宮城野区,"93,103","97,112","190,215","94,264","13,189",460,"13,649","1,684",117,"15,450","13,498",179,"13,677","1,523",114,"15,314",136,0.07 ,161,0.08 ,-25,-0.01 
041033,宮城県,仙台市若林区,"66,717","69,748","136,465","67,119","9,013",298,"9,311","1,167",94,"10,572","8,664",206,"8,870","1,140",77,"10,087",485,0.36 ,27,0.02 ,458,0.34 
041041,宮城県,仙台市太白区,"111,829","119,524","231,353","107,608","13,364",490,"13,854","1,790",128,"15,772","11,645",294,"11,939","2,113",173,"14,225","1,547",0.67 ,-323,-0.14 ,"1,870",0.81 
041050,宮城県,仙台市泉区,"103,083","109,946","213,029","95,562","10,014",376,"10,390","1,315",87,"11,792","10,380",303,"10,683","1,751",152,"12,586",-794,-0.37 ,-436,-0.20 ,-358,-0.17 
